codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-01602,Sensor Plástico,Eletrônico,UN,0.96,4210,,Materiais STU,2024-10-21,2025-07-08,Ativo,LOG-002,39174634,A-20-02,Carlos Oliveira
MAT-01603,Suporte Cobre,Acessórios,PCT,49.38,10,184,Industrial GHI,2025-01-09,2025-11-26,Inativo,LOG-001,,,João Silva
MAT-01604,Óleo Cobre,Lubrificante,PCT,0.0,4728,439,Nacional MNO,2025-08-01,2026-03-09,Ativo,LOG-001,85443879,C-05-05,Paula Lima
MAT-01605,Válvula Aço,Hidráulico,UN,0.0,4557,358,Importadora JKL,2025-02-06,2025-07-15,Ativo,,84841582,A-17-04,Fernanda Rocha
MAT-01606,vedação Inox,Peças,KG,0.64,2336,39,Importadora JKL,2025-11-10,2026-06-24,Ativo,,85369711,,Pedro Souza
MAT-01607,Rolamento PVC,Mecânico,KG,1674.49,4,36,Materiais STU,2025-11-30,2025-11-30,Ativo,LOG-001,85443112,C-02-02,Paula Lima
MAT-01608,Clips Plástico,Escritório,M,6.22,268,51,Metalúrgica ABC,2025-05-04,2026-02-23,Bloqueado,MAN-001,,E-16-03,Fernanda Rocha
MAT-01609,Pasta Cobre,Escritório,PCT,88.04,3697,393,Importadora JKL,2024-03-16,2024-08-19,Ativo,,84831881,F-09-02,João Silva
MAT-01610,Conexão PVC,Pneumático,RL,94.7,3001,57,Industrial GHI,2025-11-30,2026-01-08,Bloqueado,MAN-002,39174859,,Ricardo Alves
MAT-01611,Bota Latão,EPI,GL,0.0,724,423,Materiais STU,2025-10-29,2025-10-29,Ativo,ADM-001,40169730,,Maria Santos
MAT-01612,Filtro Alumínio,Pneumático,M,7.99,4123,215,Comercial DEF,2025-05-20,2026-04-25,Ativo,,,C-01-05,Ricardo Alves
MAT-01613,Válvula PVC,Hidráulico,CX,938.61,4842,,Distribuidora XYZ,2025-08-20,2026-07-29,Ativo,,73089480,F-03-05,Pedro Souza
MAT-01614,Eixo Alumínio,Mecânico,CX,8.2,625,134,,2024-04-01,2024-04-09,Ativo,LOG-001,00000000,F-07-03,João Silva
MAT-01615,Abraçadeira Inox,Acessórios,PCT,41.15,4057,349,Comercial DEF,2026-01-14,2026-01-14,Ativo,ADM-001,,D-18-01,Carlos Oliveira
MAT-01616,Furadeira Cobre,Ferramentas,GL,0.0,40,160,Comercial DEF,2025-05-11,2025-05-11,Bloqueado,PRO-001,73089358,F-16-02,Maria Santos
MAT-01617,Cilindro Plástico,Pneumático,CX,8.11,2819,419,Comercial DEF,2024-12-10,2025-06-21,Bloqueado,MAN-002,84831615,E-20-04,Fernanda Rocha
MAT-01618,Plástico PVC,Embalagem,M²,7.61,567,130,Importadora JKL,2025-03-22,2025-03-22,Ativo,MAN-002,73181807,C-20-04,Carlos Oliveira
MAT-01619,Base Cobre,Químico,M,90.62,4226,318,,2024-11-16,2025-07-09,Ativo,,85369718,B-14-03,Ricardo Alves
MAT-01620,Alicate Plástico,Ferramentas,PCT,0.0,1966,,Metalúrgica ABC,2025-12-14,2025-12-14,Inativo,MAN-001,84831358,E-01-03,Ana Costa
MAT-01621,Chave Inox,Ferramentas,RL,3.07,2032,37,,2025-02-01,2025-02-05,Bloqueado,,00000000,F-06-03,Pedro Souza
MAT-01622,Papelão Inox,Embalagem,KG,245.35,4453,367,Metalúrgica ABC,2025-02-28,2025-11-17,Bloqueado,ADM-001,,D-03-03,Pedro Souza
MAT-01623,Módulo PVC,Eletrônico,PCT,48.97,2428,50,Fornecedor VWX,2024-05-27,2025-03-23,Ativo,,,B-17-05,Ricardo Alves
MAT-01624,Rolamento PVC,Mecânico,M²,93.01,4962,279,Importadora JKL,2024-07-05,2024-07-21,Ativo,MAN-002,73181436,B-02-02,Maria Santos
MAT-01625,Caneta Latão,Escritório,GL,4.66,1372,117,Comercial DEF,2025-07-13,2026-01-24,Inativo,ADM-001,39174400,B-15-04,Ricardo Alves
MAT-01626,Lâmpada Cobre,Elétrico,CX,373.65,3790,,,2024-12-13,2025-01-27,Ativo,ADM-001,85369559,E-08-03,Fernanda Rocha
MAT-01627,Furadeira Inox,Ferramentas,M,2.73,2842,426,Nacional MNO,2026-02-16,2026-08-09,Ativo,LOG-002,85443979,,João Silva
MAT-01628,Válvula PVC,Pneumático,RL,94.74,3787,122,Comercial DEF,2025-03-22,2025-09-23,Ativo,MAN-001,85443907,C-02-02,Paula Lima
MAT-01629,LED Plástico,Eletrônico,M,7.98,3753,342,,2025-03-15,2025-09-30,Bloqueado,ADM-001,73089974,A-12-05,Ricardo Alves
MAT-01630,Grampeador Latão,Escritório,M,8.43,2812,204,Metalúrgica ABC,2025-05-07,2025-12-21,Ativo,,39174611,F-08-02,Carlos Oliveira
MAT-01631,Catalisador Latão,Químico,M²,3.37,4379,,Materiais STU,2025-08-25,2025-08-25,Ativo,LOG-002,84831368,,Pedro Souza
MAT-01632,Tomada Aço,Elétrico,UN,5.99,1690,40,Distribuidora XYZ,2024-12-19,2025-04-07,Ativo,ADM-001,73089129,,Fernanda Rocha
MAT-01633,Martelo Alumínio,Ferramentas,CX,66.21,2625,,Fornecedor VWX,2025-02-04,2025-02-14,Ativo,LOG-001,73269938,B-07-04,Pedro Souza
MAT-01634,Vedação Plástico,Peças,L,4.55,1357,,Materiais STU,2025-08-05,2025-08-05,Ativo,ADM-001,39174775,E-12-04,Pedro Souza
MAT-01635,LED Alumínio,Eletrônico,CX,0.35,2806,175,Industrial GHI,2024-10-05,2024-10-24,Ativo,,00000000,E-12-03,Maria Santos
MAT-01636,Máscara PVC,EPI,CX,1721.16,3006,83,Metalúrgica ABC,2025-07-09,2026-01-11,Ativo,,39174765,C-04-01,Carlos Oliveira
MAT-01637,Alicate Plástico,Ferramentas,M²,15.4,1675,30,Comercial DEF,2025-04-23,2026-01-17,Ativo,MAN-002,39269126,E-18-02,Pedro Souza
MAT-01638,Arruela Cobre,Fixação,L,1.01,1380,387,Importadora JKL,2025-08-14,2025-08-14,Ativo,ADM-001,39269891,D-08-03,João Silva
MAT-01639,Detergente Inox,Limpeza,KG,9.02,2963,377,,2025-06-12,2025-09-09,Ativo,,,D-20-03,Maria Santos
MAT-01640,Disjuntor Inox,Elétrico,PCT,1152.01,4868,54,Distribuidora XYZ,2024-04-23,2024-07-13,Ativo,,73269584,,Ricardo Alves
MAT-01641,Reagente Plástico,Químico,KG,554.51,1052,69,Distribuidora XYZ,2025-08-27,2026-06-19,Ativo,PRO-001,39269614,A-08-01,Maria Santos
MAT-01642,Mangueira Alumínio,Pneumático,GL,5.33,575,306,Suprimentos PQR,2024-06-27,2024-11-20,Ativo,LOG-002,84841944,E-04-05,João Silva
MAT-01643,Luva M Cobre,EPI,PCT,7.3,1694,,,2025-09-19,2026-03-29,Inativo,MAN-002,73181407,F-03-04,Maria Santos
MAT-01644,Porca M16 Cobre,Fixação,KG,8.89,3925,158,Metalúrgica ABC,2024-04-24,2024-06-17,Ativo,PRO-001,39269900,B-01-02,Pedro Souza
MAT-01645,Fluido PVC,Lubrificante,RL,1799.3,3889,,Suprimentos PQR,2025-05-30,2025-11-15,Ativo,PRO-001,85443466,F-15-02,Ana Costa
MAT-01646,Martelo Aço,Ferramentas,M,9.6,4127,,Distribuidora XYZ,2025-02-02,2025-02-02,Ativo,,85369967,A-07-05,Ricardo Alves
MAT-01647,Rolamento Plástico,Peças,RL,756.2,4976,,,2025-07-28,2025-12-28,Ativo,PRO-001,85443884,B-07-04,João Silva
MAT-01648,Parafuso M10 Cobre,Fixação,UN,5.84,538,150,Metalúrgica ABC,2024-10-07,2025-01-17,Ativo,LOG-002,40169320,A-13-03,Fernanda Rocha
MAT-01649,Filtro Cobre,Pneumático,M,6.55,1993,249,Nacional MNO,2025-05-07,2026-02-26,Bloqueado,LOG-002,00000000,C-18-02,Paula Lima
MAT-01650,Óculos PVC,EPI,KG,0.0,4719,,Suprimentos PQR,2025-03-15,2025-07-25,Ativo,LOG-002,39174607,E-18-02,Fernanda Rocha
MAT-01651,Registro Latão,Hidráulico,L,5.37,266,,,2025-01-14,2025-05-24,Ativo,,,C-17-04,Fernanda Rocha
MAT-01652,Solvente Plástico,Químico,KG,860.62,865,244,Nacional MNO,2025-05-27,2026-02-24,Bloqueado,MAN-002,39174138,,Pedro Souza
MAT-01653,Parafuso M10 Aço,Fixação,KG,26.04,923,,Importadora JKL,2024-09-16,2024-12-30,Ativo,LOG-001,39174651,D-04-01,Pedro Souza
MAT-01654,Correia Plástico,Mecânico,PCT,0.32,2726,184,,2026-01-23,2026-07-02,Ativo,MAN-001,,D-17-02,Ricardo Alves
MAT-01655,Capacete Plástico,EPI,M²,2.06,2233,333,,2025-06-07,2026-02-09,Ativo,,39174906,D-01-01,Ana Costa
MAT-01656,Parafuso M12 Alumínio,Fixação,L,1573.33,1806,277,Suprimentos PQR,2025-11-27,2026-02-11,Ativo,,84841767,F-15-02,Ricardo Alves
MAT-01657,Graxa Alumínio,Lubrificante,UN,3.32,3694,20,Industrial GHI,2024-08-29,2025-04-02,Ativo,MAN-002,73269133,E-04-01,Ana Costa
MAT-01658,Engrenagem Latão,Mecânico,UN,83.46,2063,297,Importadora JKL,2024-03-16,2024-09-09,Ativo,LOG-001,39174276,,Paula Lima
MAT-01659,Suporte PVC,Acessórios,CX,65.18,3171,229,Nacional MNO,2024-02-28,2025-02-08,Bloqueado,PRO-001,73269965,,Paula Lima
MAT-01660,"Cabo 2,5mm² Aço",Elétrico,KG,4.52,2219,,Materiais STU,2024-09-29,2025-08-15,Ativo,ADM-001,85443339,C-04-04,Ana Costa
MAT-01661,Capacete Plástico,EPI,GL,7.21,378,,,2025-07-05,2026-02-15,Ativo,LOG-002,84831390,F-11-04,Ricardo Alves
MAT-01662,Chave Latão,Ferramentas,M²,0.99,2362,98,,2025-06-23,2025-07-25,Ativo,PRO-001,39269594,B-18-04,Paula Lima
MAT-01663,Junta Alumínio,Peças,KG,0.58,1134,222,,2025-01-04,2025-06-05,Bloqueado,LOG-001,84841449,E-18-02,Maria Santos
MAT-01664,Junta Aço,Peças,GL,2.85,16,259,Distribuidora XYZ,2024-09-04,2024-09-12,Ativo,MAN-001,39174363,C-13-01,Maria Santos
MAT-01665,Desinfetante Aço,Limpeza,RL,37.31,2473,457,Materiais STU,2024-09-25,2025-03-23,Ativo,,,D-16-03,Fernanda Rocha
MAT-01666,Caixa Plástico,Embalagem,KG,3.47,1413,181,Distribuidora XYZ,2026-02-19,2026-09-08,Ativo,,85443873,B-13-04,João Silva
MAT-01667,Vassoura Plástico,Limpeza,L,3.67,1665,291,Industrial GHI,2025-01-01,2025-04-13,Bloqueado,LOG-001,39174414,D-17-02,Maria Santos
MAT-01668,Óleo Inox,Lubrificante,RL,1538.32,4863,441,,2026-02-22,2026-09-28,Ativo,,73089869,F-14-04,Ana Costa
MAT-01669,Interruptor Latão,Elétrico,UN,8.9,4217,130,Importadora JKL,2026-01-17,2026-01-20,Inativo,,40169653,D-14-02,Ricardo Alves
MAT-01670,Sensor Latão,Eletrônico,M²,4.01,3617,,Suprimentos PQR,2025-12-25,2026-10-21,Ativo,,84831622,B-17-01,Fernanda Rocha
MAT-01671,Vassoura Plástico,Limpeza,UN,8.08,1587,167,Nacional MNO,2025-05-22,2025-06-03,Ativo,MAN-002,85443506,E-08-01,Ana Costa
MAT-01672,Tomada PVC,Elétrico,CX,2.3,82,323,Metalúrgica ABC,2025-01-21,2025-04-04,Ativo,PRO-001,39174332,C-03-04,Paula Lima
MAT-01673,Disjuntor PVC,Elétrico,RL,21.26,4570,112,,2024-05-02,2024-12-18,Ativo,,73269960,B-13-04,Ana Costa
MAT-01674,Mangueira Plástico,Hidráulico,M²,1112.3,2907,366,Suprimentos PQR,2025-10-07,2025-11-28,Bloqueado,LOG-002,39269609,F-06-02,Paula Lima
MAT-01675,Graxa Aço,Lubrificante,RL,7.36,435,13,Fornecedor VWX,2024-07-10,2024-08-12,Ativo,MAN-001,73181309,F-15-01,Pedro Souza
MAT-01676,Conexão Latão,Hidráulico,KG,5.42,4215,117,,2025-08-12,2026-05-12,Ativo,LOG-002,00000000,D-18-01,Pedro Souza
MAT-01677,Papelão Aço,Embalagem,CX,6.9,931,,Suprimentos PQR,2025-07-14,2026-02-26,Ativo,PRO-001,39174402,C-12-03,Pedro Souza
MAT-01678,Ácido Aço,Químico,GL,4.69,1288,,Importadora JKL,2024-03-18,2024-03-18,Ativo,PRO-001,,F-20-04,Paula Lima
MAT-01679,Pano Cobre,Limpeza,GL,2.21,4687,,,2025-07-29,2026-03-18,Bloqueado,PRO-001,73089983,B-07-01,Paula Lima
MAT-01680,Porca M16 Aço,Fixação,PCT,8.0,661,358,Metalúrgica ABC,2025-06-25,2026-01-12,Inativo,MAN-002,73089514,F-02-04,Fernanda Rocha
MAT-01681,Mangueira Plástico,Hidráulico,M²,5.81,4357,,Industrial GHI,2025-04-25,2025-08-12,Ativo,PRO-001,73181336,E-11-02,Pedro Souza
MAT-01682,Interruptor Inox,Elétrico,CX,78.34,1982,474,Materiais STU,2024-10-31,2025-07-31,Inativo,LOG-002,84831718,C-20-03,Pedro Souza
MAT-01683,Prego Alumínio,Fixação,M²,49.19,3014,111,Distribuidora XYZ,2025-08-02,2026-02-04,Ativo,LOG-001,73181253,F-03-01,Carlos Oliveira
MAT-01684,Ácido Plástico,Químico,M,9.73,2874,386,Suprimentos PQR,2024-11-02,2024-12-17,Ativo,,39269391,E-15-03,Ana Costa
MAT-01685,Vassoura Cobre,Limpeza,KG,0.43,85,164,,2025-12-19,2025-12-19,Bloqueado,LOG-002,85443523,C-10-04,Ana Costa
MAT-01686,Clips PVC,Escritório,M²,1984.27,477,,Metalúrgica ABC,2024-10-31,2024-10-31,Inativo,MAN-001,,,Pedro Souza
MAT-01687,Capacitor Cobre,Eletrônico,PCT,8.37,2088,478,,2024-10-09,2024-11-09,Bloqueado,ADM-001,00000000,,João Silva
MAT-01688,Grampeador Plástico,Escritório,KG,4.48,2481,,Materiais STU,2025-03-21,2025-10-02,Ativo,MAN-002,40169351,C-12-01,Ricardo Alves
MAT-01689,Máscara Inox,EPI,PCT,714.4,1227,132,Metalúrgica ABC,2025-04-03,2025-12-16,Inativo,,39174921,E-06-03,Ana Costa
MAT-01690,Mangueira PVC,Pneumático,CX,312.99,836,361,Nacional MNO,2025-07-01,2026-02-14,Bloqueado,LOG-001,,E-02-02,Paula Lima
MAT-01691,Junta Alumínio,Peças,PCT,669.34,480,118,Materiais STU,2025-04-12,2025-07-06,Bloqueado,MAN-002,84831225,F-03-04,Maria Santos
MAT-01692,Cabo Latão 6mm²,Elétrico,PCT,9.79,4515,,Suprimentos PQR,2025-08-26,2025-08-26,Ativo,LOG-001,40169225,C-17-05,Ana Costa
MAT-01693,Válvula Inox,Hidráulico,PCT,6.65,10,,,2025-07-17,2025-07-17,Ativo,LOG-002,84831446,D-07-05,João Silva
MAT-01694,Chave Inox,Ferramentas,CX,1.04,4439,57,Nacional MNO,2026-01-23,2026-11-04,Ativo,ADM-001,40169722,,Ana Costa
MAT-01695,Gancho Aço,Acessórios,CX,280.29,4858,123,Suprimentos PQR,2025-01-09,2025-09-12,Inativo,PRO-001,,,João Silva
MAT-01696,Clips Inox,Escritório,M,7.54,4575,474,Nacional MNO,2025-04-11,2025-04-11,Inativo,LOG-001,85443705,,Maria Santos
MAT-01697,Spray Alumínio,Lubrificante,L,1755.91,2172,,Metalúrgica ABC,2025-08-08,2026-03-13,Ativo,MAN-002,,E-18-03,Ricardo Alves
MAT-01698,tomada Alumínio,Elétrico,KG,1844.46,1485,,Suprimentos PQR,2024-11-21,2024-11-21,Ativo,LOG-001,39174706,C-03-04,Paula Lima
MAT-01699,caixa Inox,Embalagem,UN,0.73,670,470,,2024-04-05,2025-02-25,Ativo,PRO-001,84831964,E-08-02,João Silva
MAT-01700,Tomada Alumínio,Elétrico,GL,5.85,1111,40,Suprimentos PQR,2025-03-28,2025-04-27,Ativo,PRO-001,73269714,,Maria Santos
MAT-01701,Retentor Cobre,Peças,KG,4.11,4485,34,Importadora JKL,2026-02-03,2026-03-14,Ativo,LOG-001,85443872,A-07-04,João Silva
MAT-01702,Bota Latão,EPI,KG,8.91,109,139,,2025-10-21,2025-10-21,Ativo,PRO-001,,A-09-01,Ana Costa
MAT-01703,Filtro PVC,Pneumático,CX,867.49,4838,,Nacional MNO,2024-12-15,2024-12-15,Inativo,,85369368,C-13-04,Ana Costa
MAT-01704,Clips Latão,Escritório,UN,22.75,2246,50,,2024-05-31,2025-02-12,Ativo,MAN-001,84831467,D-15-04,Carlos Oliveira
MAT-01705,Módulo PVC,Eletrônico,PCT,8.79,2829,109,Metalúrgica ABC,2025-08-12,2026-03-17,Ativo,ADM-001,,D-10-04,Paula Lima
MAT-01706,Desinfetante Latão,Limpeza,PCT,1632.61,3179,53,Distribuidora XYZ,2026-02-09,2026-03-02,Inativo,,,B-10-05,Carlos Oliveira
MAT-01707,Filtro Alumínio,Pneumático,PCT,14.14,3242,199,Suprimentos PQR,2025-01-10,2025-07-17,Ativo,LOG-001,85443164,,Ana Costa
MAT-01708,Alicate Inox,Ferramentas,M,40.74,3197,435,Metalúrgica ABC,2025-09-25,2025-09-25,Ativo,ADM-001,,A-15-02,Maria Santos
MAT-01709,LED Latão,Eletrônico,CX,8.98,2707,111,Distribuidora XYZ,2025-12-28,2026-09-02,Ativo,MAN-001,39174117,,Ana Costa
MAT-01710,Válvula Inox,Pneumático,UN,8.84,4740,148,,2024-04-15,2024-05-12,Ativo,PRO-001,84841387,A-18-04,Ana Costa
MAT-01711,Válvula Cobre,Pneumático,RL,4.87,4456,87,Importadora JKL,2024-03-14,2024-03-14,Ativo,MAN-002,00000000,B-03-02,Fernanda Rocha
MAT-01712,Balde Aço,Limpeza,UN,8.06,4643,,Comercial DEF,2024-07-24,2025-01-29,Ativo,MAN-002,73089890,E-14-02,Paula Lima
MAT-01713,Sensor Plástico,Eletrônico,CX,4.23,2461,267,Fornecedor VWX,2024-09-25,2024-12-16,Bloqueado,PRO-001,85443422,C-10-02,Carlos Oliveira
MAT-01714,caneta PVC,Escritório,GL,7.6,4534,22,Nacional MNO,2025-03-31,2025-03-31,Ativo,MAN-001,39269667,F-17-02,Fernanda Rocha
MAT-01715,Tomada Plástico,Elétrico,PCT,44.1,362,282,Comercial DEF,2026-02-16,2026-05-17,Ativo,PRO-001,73089557,,Fernanda Rocha
MAT-01716,Resistor Cobre,Eletrônico,M,3.96,2948,,,2025-07-26,2025-07-26,Inativo,LOG-002,84841772,,Pedro Souza
MAT-01717,Base Latão,Químico,M,1656.17,124,422,Suprimentos PQR,2025-12-01,2026-04-26,Ativo,ADM-001,84831491,C-12-04,Pedro Souza
MAT-01718,Válvula Aço,Pneumático,RL,332.72,2968,126,,2025-07-29,2026-04-17,Bloqueado,,84831542,E-15-01,Maria Santos
MAT-01719,Porca M10 Latão,Fixação,M²,5.01,4446,368,Nacional MNO,2026-01-08,2026-10-03,Ativo,PRO-001,73089636,E-03-04,Ricardo Alves
MAT-01720,Porca M10 Aço,Fixação,L,32.96,3738,,Industrial GHI,2024-02-27,2024-05-22,Ativo,LOG-002,39269220,B-06-02,Ana Costa
MAT-01721,Vedação PVC,Peças,RL,955.89,963,169,Fornecedor VWX,2024-06-17,2025-02-06,Bloqueado,MAN-001,85369582,F-16-03,João Silva
MAT-01722,Fita Plástico,Embalagem,CX,10.34,3680,203,Comercial DEF,2026-02-05,2026-02-14,Ativo,,73089230,A-19-02,Ricardo Alves
MAT-01723,Anel Plástico,Peças,M²,1.42,2141,372,Industrial GHI,2024-08-22,2024-08-22,Ativo,PRO-001,73269759,,Carlos Oliveira
MAT-01724,Grampeador Plástico,Escritório,PCT,619.01,2886,128,Distribuidora XYZ,2026-01-17,2026-11-15,Ativo,LOG-002,,F-09-05,Maria Santos
MAT-01725,Alicate Latão,Ferramentas,CX,1937.06,1485,70,Metalúrgica ABC,2024-09-08,2025-04-05,Ativo,,73181414,E-08-04,Pedro Souza
MAT-01726,Papel Aço,Escritório,CX,9.26,4525,422,Nacional MNO,2024-08-31,2024-10-22,Ativo,ADM-001,,E-07-01,Ana Costa
MAT-01727,Graxa Cobre,Lubrificante,RL,859.52,3503,276,Materiais STU,2024-12-31,2025-09-01,Ativo,MAN-001,73089535,A-07-03,Maria Santos
MAT-01728,Etiqueta Aço,Embalagem,M,9.96,192,,,2025-06-05,2025-12-21,Bloqueado,LOG-002,39269305,E-20-01,Fernanda Rocha
MAT-01729,Rolamento PVC,Peças,UN,255.8,4995,64,,2025-01-04,2025-06-10,Ativo,LOG-002,39269522,C-16-05,Carlos Oliveira
MAT-01730,Spray Alumínio,Lubrificante,KG,1479.63,3225,,Suprimentos PQR,2025-12-09,2026-06-30,Ativo,MAN-001,84831684,A-11-04,Ana Costa
MAT-01731,Luva GG Plástico,EPI,PCT,30.8,3703,102,Metalúrgica ABC,2024-04-17,2024-04-27,Ativo,,39269569,,Ana Costa
MAT-01732,Papel PVC,Escritório,PCT,4.44,1296,468,Importadora JKL,2025-08-30,2026-02-07,Ativo,PRO-001,73269470,,Ana Costa
MAT-01733,Interruptor em Aço,Elétrico,M²,1.05,3821,356,Materiais STU,2024-10-11,2025-04-17,Ativo,ADM-001,39174620,C-14-05,Ricardo Alves
MAT-01734,Óleo Latão,Lubrificante,RL,41.21,3100,255,Importadora JKL,2025-12-21,2025-12-31,Inativo,MAN-001,40169608,A-06-04,Ana Costa
MAT-01735,Interruptor Latão,Elétrico,PCT,7.68,2872,314,,2024-10-10,2025-02-25,Bloqueado,PRO-001,39174494,E-09-05,Pedro Souza
MAT-01736,Plástico PVC,Embalagem,M,0.0,2070,452,Nacional MNO,2025-12-05,2025-12-05,Ativo,LOG-001,73269347,,João Silva
MAT-01737,Máscara Alumínio,EPI,M,2.66,221,,,2025-05-20,2025-08-27,Ativo,MAN-002,73089107,C-08-05,Ana Costa
MAT-01738,Válvula Plástico,Hidráulico,L,0.0,3334,317,Suprimentos PQR,2024-08-26,2024-08-26,Ativo,LOG-001,85369326,D-07-01,Pedro Souza
MAT-01739,Chave Cobre,Ferramentas,M,0.0,2109,439,Metalúrgica ABC,2025-02-28,2025-05-06,Inativo,MAN-001,73089335,E-15-05,Ricardo Alves
MAT-01740,Válvula Plástico,Hidráulico,PCT,98.51,3228,452,Suprimentos PQR,2025-08-01,2025-10-20,Ativo,,39269941,E-20-04,Pedro Souza
MAT-01741,Serra Inox,Ferramentas,M²,0.79,727,20,Comercial DEF,2025-03-17,2025-03-17,Bloqueado,,84841798,E-11-01,Ricardo Alves
MAT-01742,Mangueira Alumínio,Pneumático,RL,4.75,4246,110,Industrial GHI,2024-09-11,2025-04-15,Ativo,,40169320,C-15-03,Pedro Souza
MAT-01743,Catalisador Alumínio,Químico,CX,1636.27,2817,352,Comercial DEF,2024-10-27,2025-05-31,Ativo,,39174981,E-16-03,Ricardo Alves
MAT-01744,Óleo Plástico,Lubrificante,L,2.47,3269,482,Distribuidora XYZ,2024-10-30,2024-10-30,Ativo,LOG-002,85369572,C-12-05,Pedro Souza
MAT-01745,Caneta Inox,Escritório,GL,40.1,4137,408,Metalúrgica ABC,2025-11-11,2025-11-25,Inativo,PRO-001,73269221,A-14-03,João Silva
MAT-01746,Papelão Alumínio,Embalagem,GL,3.08,4349,384,Importadora JKL,2026-01-18,2026-01-18,Ativo,MAN-001,73089961,C-15-02,Ricardo Alves
MAT-01747,Gancho Cobre,Acessórios,M²,6.24,3925,,Fornecedor VWX,2025-03-24,2025-03-24,Ativo,MAN-002,73089989,E-08-04,Pedro Souza
MAT-01748,Mangueira Plástico,Hidráulico,CX,5.08,2187,495,Importadora JKL,2025-12-01,2026-09-04,Ativo,,84831320,A-07-02,João Silva
MAT-01749,Plástico em Plástico,Embalagem,L,66.25,443,,,2024-05-23,2024-05-23,Ativo,ADM-001,84831774,E-13-04,Ana Costa
MAT-01750,Registro Latão,Hidráulico,M,96.79,2888,145,Metalúrgica ABC,2026-02-02,2026-09-12,Ativo,MAN-001,40169924,A-06-04,Ana Costa
MAT-01751,Suporte em Aço,Acessórios,M,1955.15,2673,12,Metalúrgica ABC,2025-09-09,2025-09-24,Ativo,PRO-001,00000000,F-13-05,Carlos Oliveira
MAT-01752,Spray Alumínio,Lubrificante,UN,9.11,458,,Nacional MNO,2025-12-29,2026-11-20,Bloqueado,LOG-002,73089467,,Fernanda Rocha
MAT-01753,Clipe Latão,Acessórios,L,74.5,2682,131,Fornecedor VWX,2025-07-29,2025-07-29,Ativo,,00000000,F-07-05,Carlos Oliveira
MAT-01754,Correia Alumínio,Mecânico,KG,1.93,2968,196,Materiais STU,2025-05-18,2025-12-06,Ativo,MAN-001,73269705,A-08-01,Maria Santos
MAT-01755,Balde PVC,Limpeza,M²,4.59,846,355,Nacional MNO,2024-12-17,2024-12-17,Ativo,ADM-001,84841830,C-01-05,Carlos Oliveira
MAT-01756,Pasta Plástico,Escritório,UN,39.92,3634,487,,2025-06-07,2025-10-16,Ativo,ADM-001,39269477,C-17-05,Maria Santos
MAT-01757,Retentor Latão,Peças,L,79.84,2457,238,Materiais STU,2025-12-22,2026-03-08,Ativo,ADM-001,,C-04-02,Ana Costa
MAT-01758,Capacete Latão,EPI,M,52.29,315,18,Materiais STU,2024-11-22,2024-11-22,Ativo,ADM-001,40169660,C-19-04,Fernanda Rocha
MAT-01759,Suporte Plástico,Acessórios,M,3.48,3455,,Materiais STU,2025-05-28,2025-10-19,Ativo,MAN-001,,D-14-04,Pedro Souza
MAT-01760,Vassoura PVC,Limpeza,L,71.16,3254,194,Industrial GHI,2026-02-02,2026-07-04,Ativo,,39269382,A-16-01,João Silva
MAT-01761,LED PVC,Eletrônico,M²,66.02,2754,464,Nacional MNO,2025-05-10,2025-06-18,Inativo,ADM-001,,C-16-04,Ricardo Alves
MAT-01762,Máscara Latão,EPI,CX,3.09,4755,,Metalúrgica ABC,2025-12-30,2026-05-23,Ativo,LOG-001,85369190,C-11-04,Paula Lima
MAT-01763,Óleo Cobre,Lubrificante,RL,2.31,4554,206,Metalúrgica ABC,2025-09-14,2026-06-12,Ativo,LOG-001,00000000,E-19-05,Paula Lima
MAT-01764,Papel em Aço,Escritório,GL,248.73,884,199,Industrial GHI,2024-03-30,2024-10-03,Ativo,LOG-001,73181725,,Ana Costa
MAT-01765,Desinfetante Plástico,Limpeza,L,6.69,1934,288,Fornecedor VWX,2024-12-07,2024-12-27,Ativo,ADM-001,73089729,B-17-03,Pedro Souza
MAT-01766,Caixa Latão,Embalagem,RL,32.36,2236,460,Comercial DEF,2024-09-09,2024-10-29,Ativo,ADM-001,,C-06-04,Ricardo Alves
MAT-01767,Mangueira Inox,Pneumático,PCT,86.34,2110,247,Fornecedor VWX,2024-10-19,2024-10-19,Bloqueado,ADM-001,39174516,B-15-05,Paula Lima
MAT-01768,Máscara Plástico,EPI,M²,60.98,2548,208,Fornecedor VWX,2025-11-20,2026-04-14,Ativo,MAN-002,84831322,E-20-03,Ana Costa
MAT-01769,Alicate Latão,Ferramentas,M²,2.04,2286,15,Comercial DEF,2025-03-26,2025-03-26,Inativo,,84831497,D-14-05,Maria Santos
MAT-01770,Clipe Inox,Acessórios,L,79.49,1117,146,Suprimentos PQR,2025-10-22,2026-01-08,Ativo,LOG-002,85369312,,Pedro Souza
MAT-01771,Parafuso M16 Inox,Fixação,M²,9.89,2676,263,Fornecedor VWX,2025-01-23,2025-06-07,Ativo,ADM-001,39174802,C-15-04,Paula Lima
