codigo_material,descricao,categoria,unidade_medida,status,desc_inicio_minusculo,categoria_inconsistente,uom_nao_maiusculo,total_problemas
MAT-02200,Item 2200 teste,ELETRICO,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02203,Item 2203 teste,ELETRICO,l,ATIVO,NAO,NAO,SIM,1
MAT-02190,Item 2190 teste,hidraulico,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02192,Item 2192 teste,ELETRICO,pc,Ativo,NAO,NAO,SIM,1
MAT-02195,Item 2195 teste,hidraulico,und,INATIVO,NAO,NAO,SIM,1
MAT-02182,Item 2182 teste,Embalagem,Lt,Ativo,NAO,NAO,SIM,1
MAT-02184,Item 2184 teste,ELETRICO,Pc,ATIVO,NAO,NAO,SIM,1
MAT-02186,Item 2186 teste,Elétrico,l,Inativo,NAO,NAO,SIM,1
MAT-02187,Item 2187 teste,Elétrico,kg,ativo,NAO,NAO,SIM,1
MAT-01758,Item 1758 teste,Elétrico,lt,ativo,NAO,NAO,SIM,1
MAT-01759,Item 1759 teste,Embalagem,l,ATIVO,NAO,NAO,SIM,1
MAT-01760,Item 1760 teste,Mecânico,kg,ATIVO,NAO,NAO,SIM,1
MAT-01749,Item 1749 teste,hidraulico,Lt,Inativo,NAO,NAO,SIM,1
MAT-01750,Item 1750 teste,Escritório,Lt,ativo,NAO,NAO,SIM,1
MAT-01741,Item 1741 teste,mecânico,Un,ativo,NAO,NAO,SIM,1
MAT-01743,Item 1743 teste,ELETRICO,un,INATIVO,NAO,NAO,SIM,1
MAT-01744,Item 1744 teste,ELETRICO,cx,ativo,NAO,NAO,SIM,1
MAT-01746,Item 1746 teste,Embalagem,un,Ativo,NAO,NAO,SIM,1
MAT-01747,Item 1747 teste,Embalagem,un,INATIVO,NAO,NAO,SIM,1
MAT-01732,Item 1732 teste,hidraulico,un,Ativo,NAO,NAO,SIM,1
MAT-01733,Item 1733 teste,EMBALAGEM,Kg,ativo,NAO,NAO,SIM,1
MAT-01735,Item 1735 teste,mecânico,pc,ativo,NAO,NAO,SIM,1
MAT-02173,Item 2173 teste,MECANICO,und,Inativo,NAO,NAO,SIM,1
MAT-02174,Item 2174 teste,ELETRICO,un,Ativo,NAO,NAO,SIM,1
MAT-02175,Item 2175 teste,EMBALAGEM,pc,ativo,NAO,NAO,SIM,1
MAT-02177,Item 2177 teste,hidraulico,Und,ativo,NAO,NAO,SIM,1
MAT-02178,Item 2178 teste,Mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-02164,Item 2164 teste,Escritório,Kg,Ativo,NAO,NAO,SIM,1
MAT-02165,Item 2165 teste,EMBALAGEM,Un,Ativo,NAO,NAO,SIM,1
MAT-02166,Item 2166 teste,mecânico,Lt,Inativo,NAO,NAO,SIM,1
MAT-02167,Item 2167 teste,mecânico,pc,Inativo,NAO,NAO,SIM,1
MAT-02169,Item 2169 teste,EMBALAGEM,Kg,ativo,NAO,NAO,SIM,1
MAT-02171,Item 2171 teste,MECANICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-02156,Item 2156 teste,Hidráulico,cx,Ativo,NAO,NAO,SIM,1
MAT-02157,Item 2157 teste,mecânico,lt,ativo,NAO,NAO,SIM,1
MAT-02160,Item 2160 teste,MECANICO,Un,ATIVO,NAO,NAO,SIM,1
MAT-02161,Item 2161 teste,ELETRICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-02162,Item 2162 teste,MECANICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-02163,Item 2163 teste,mecânico,Lt,ativo,NAO,NAO,SIM,1
MAT-02148,Item 2148 teste,Embalagem,kg,Inativo,NAO,NAO,SIM,1
MAT-02149,Item 2149 teste,ELETRICO,lt,INATIVO,NAO,NAO,SIM,1
MAT-02150,Item 2150 teste,mecânico,und,INATIVO,NAO,NAO,SIM,1
MAT-02151,Item 2151 teste,Elétrico,Kg,Ativo,NAO,NAO,SIM,1
MAT-02153,Item 2153 teste,Elétrico,Un,Ativo,NAO,NAO,SIM,1
MAT-02154,Item 2154 teste,Elétrico,Pc,Inativo,NAO,NAO,SIM,1
MAT-02155,Item 2155 teste,mecânico,Pc,ATIVO,NAO,NAO,SIM,1
MAT-01788,Item 1788 teste,Mecânico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01789,Item 1789 teste,MECANICO,und,Inativo,NAO,NAO,SIM,1
MAT-01792,Item 1792 teste,ELETRICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-01794,Item 1794 teste,Embalagem,Kg,Inativo,NAO,NAO,SIM,1
MAT-01795,Item 1795 teste,mecânico,pc,Ativo,NAO,NAO,SIM,1
MAT-01780,Item 1780 teste,Mecânico,kg,INATIVO,NAO,NAO,SIM,1
MAT-01781,Item 1781 teste,hidraulico,Un,ativo,NAO,NAO,SIM,1
MAT-01784,Item 1784 teste,ELETRICO,un,INATIVO,NAO,NAO,SIM,1
MAT-01786,Item 1786 teste,ELETRICO,Lt,Inativo,NAO,NAO,SIM,1
MAT-01787,Item 1787 teste,Mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-01774,Item 1774 teste,mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-01775,Item 1775 teste,mecânico,l,Inativo,NAO,NAO,SIM,1
MAT-01778,Item 1778 teste,Elétrico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-01779,Item 1779 teste,Escritório,Un,INATIVO,NAO,NAO,SIM,1
MAT-01765,Item 1765 teste,ELETRICO,lt,INATIVO,NAO,NAO,SIM,1
MAT-01768,Item 1768 teste,Mecânico,un,INATIVO,NAO,NAO,SIM,1
MAT-01771,Item 1771 teste,Embalagem,kg,INATIVO,NAO,NAO,SIM,1
MAT-02141,Item 2141 teste,MECANICO,lt,ativo,NAO,NAO,SIM,1
MAT-02142,Item 2142 teste,MECANICO,Un,ATIVO,NAO,NAO,SIM,1
MAT-02145,Item 2145 teste,EMBALAGEM,lt,Ativo,NAO,NAO,SIM,1
MAT-02146,Item 2146 teste,ELETRICO,Un,Ativo,NAO,NAO,SIM,1
MAT-02147,Item 2147 teste,mecânico,und,INATIVO,NAO,NAO,SIM,1
MAT-02132,Item 2132 teste,EMBALAGEM,pc,ativo,NAO,NAO,SIM,1
MAT-02133,Item 2133 teste,mecânico,Kg,Ativo,NAO,NAO,SIM,1
MAT-02134,Item 2134 teste,EMBALAGEM,Und,ativo,NAO,NAO,SIM,1
MAT-02135,Item 2135 teste,Hidráulico,Und,Inativo,NAO,NAO,SIM,1
MAT-02139,Item 2139 teste,Hidráulico,lt,ativo,NAO,NAO,SIM,1
MAT-02124,Item 2124 teste,MECANICO,kg,ATIVO,NAO,NAO,SIM,1
MAT-02125,Item 2125 teste,mecânico,und,INATIVO,NAO,NAO,SIM,1
MAT-02127,Item 2127 teste,MECANICO,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02116,Item 2116 teste,Embalagem,kg,Inativo,NAO,NAO,SIM,1
MAT-02119,Item 2119 teste,MECANICO,l,INATIVO,NAO,NAO,SIM,1
MAT-02122,Item 2122 teste,EMBALAGEM,un,INATIVO,NAO,NAO,SIM,1
MAT-02123,Item 2123 teste,ELETRICO,un,INATIVO,NAO,NAO,SIM,1
MAT-01822,Item 1822 teste,hidraulico,un,Ativo,NAO,NAO,SIM,1
MAT-01824,Item 1824 teste,Escritório,un,ATIVO,NAO,NAO,SIM,1
MAT-01825,Item 1825 teste,mecânico,lt,INATIVO,NAO,NAO,SIM,1
MAT-01826,Item 1826 teste,mecânico,kg,Ativo,NAO,NAO,SIM,1
MAT-01827,Item 1827 teste,Mecânico,Und,Inativo,NAO,NAO,SIM,1
MAT-01812,Item 1812 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-01814,Item 1814 teste,hidraulico,un,ativo,NAO,NAO,SIM,1
MAT-01815,Item 1815 teste,Embalagem,Lt,ATIVO,NAO,NAO,SIM,1
MAT-01816,Item 1816 teste,Hidráulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01818,Item 1818 teste,Hidráulico,un,Inativo,NAO,NAO,SIM,1
MAT-01804,Item 1804 teste,Elétrico,pc,ATIVO,NAO,NAO,SIM,1
MAT-01805,Item 1805 teste,hidraulico,Lt,ATIVO,NAO,NAO,SIM,1
MAT-01806,Item 1806 teste,Elétrico,un,Ativo,NAO,NAO,SIM,1
MAT-01807,Item 1807 teste,mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-01808,Item 1808 teste,Escritório,kg,ativo,NAO,NAO,SIM,1
MAT-01809,Item 1809 teste,hidraulico,Pc,Ativo,NAO,NAO,SIM,1
MAT-01810,Item 1810 teste,Embalagem,pc,ativo,NAO,NAO,SIM,1
MAT-01811,Item 1811 teste,mecânico,kg,ativo,NAO,NAO,SIM,1
MAT-01797,Item 1797 teste,mecânico,lt,ativo,NAO,NAO,SIM,1
MAT-01798,Item 1798 teste,EMBALAGEM,Und,Inativo,NAO,NAO,SIM,1
MAT-01799,Item 1799 teste,hidraulico,Lt,Ativo,NAO,NAO,SIM,1
MAT-01800,Item 1800 teste,Embalagem,Kg,INATIVO,NAO,NAO,SIM,1
MAT-01801,Item 1801 teste,mecânico,cx,Inativo,NAO,NAO,SIM,1
MAT-01802,Item 1802 teste,hidraulico,l,ativo,NAO,NAO,SIM,1
MAT-01852,Item 1852 teste,Elétrico,Kg,ativo,NAO,NAO,SIM,1
MAT-01853,Item 1853 teste,mecânico,Lt,Inativo,NAO,NAO,SIM,1
MAT-01854,Item 1854 teste,Hidráulico,Und,ATIVO,NAO,NAO,SIM,1
MAT-01856,Item 1856 teste,Hidráulico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-01846,Item 1846 teste,Mecânico,Kg,ativo,NAO,NAO,SIM,1
MAT-01848,Item 1848 teste,EMBALAGEM,cx,ATIVO,NAO,NAO,SIM,1
MAT-01849,Item 1849 teste,EMBALAGEM,l,ativo,NAO,NAO,SIM,1
MAT-01850,Item 1850 teste,ELETRICO,und,Ativo,NAO,NAO,SIM,1
MAT-01851,Item 1851 teste,EMBALAGEM,Un,ATIVO,NAO,NAO,SIM,1
MAT-01836,Item 1836 teste,Mecânico,un,Ativo,NAO,NAO,SIM,1
MAT-01837,Item 1837 teste,MECANICO,kg,Ativo,NAO,NAO,SIM,1
MAT-01838,Item 1838 teste,ELETRICO,und,ATIVO,NAO,NAO,SIM,1
MAT-01840,Item 1840 teste,EMBALAGEM,Kg,ATIVO,NAO,NAO,SIM,1
MAT-01843,Item 1843 teste,mecânico,Lt,Ativo,NAO,NAO,SIM,1
MAT-01828,Item 1828 teste,Escritório,cx,ativo,NAO,NAO,SIM,1
MAT-01833,Item 1833 teste,EMBALAGEM,Und,INATIVO,NAO,NAO,SIM,1
MAT-01834,Item 1834 teste,Elétrico,l,Inativo,NAO,NAO,SIM,1
MAT-02108,Item 2108 teste,ELETRICO,Un,ativo,NAO,NAO,SIM,1
MAT-02111,Item 2111 teste,Mecânico,l,Ativo,NAO,NAO,SIM,1
MAT-02112,Item 2112 teste,Escritório,kg,Inativo,NAO,NAO,SIM,1
MAT-02113,Item 2113 teste,Hidráulico,und,Ativo,NAO,NAO,SIM,1
MAT-02114,Item 2114 teste,mecânico,Und,Ativo,NAO,NAO,SIM,1
MAT-02102,Item 2102 teste,mecânico,lt,ativo,NAO,NAO,SIM,1
MAT-02103,Item 2103 teste,hidraulico,un,ATIVO,NAO,NAO,SIM,1
MAT-02104,Item 2104 teste,Hidráulico,cx,Inativo,NAO,NAO,SIM,1
MAT-02106,Item 2106 teste,Hidráulico,kg,INATIVO,NAO,NAO,SIM,1
MAT-02107,Item 2107 teste,Hidráulico,l,Inativo,NAO,NAO,SIM,1
MAT-02095,Item 2095 teste,EMBALAGEM,Und,ATIVO,NAO,NAO,SIM,1
MAT-02096,Item 2096 teste,Mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-02098,Item 2098 teste,Elétrico,pc,Inativo,NAO,NAO,SIM,1
MAT-02099,Item 2099 teste,hidraulico,kg,Ativo,NAO,NAO,SIM,1
MAT-02084,Item 2084 teste,Elétrico,und,ATIVO,NAO,NAO,SIM,1
MAT-02085,Item 2085 teste,mecânico,und,Inativo,NAO,NAO,SIM,1
MAT-02086,Item 2086 teste,Elétrico,kg,ATIVO,NAO,NAO,SIM,1
MAT-02087,Item 2087 teste,Mecânico,Pc,ATIVO,NAO,NAO,SIM,1
MAT-02089,Item 2089 teste,mecânico,Und,INATIVO,NAO,NAO,SIM,1
MAT-02090,Item 2090 teste,mecânico,l,INATIVO,NAO,NAO,SIM,1
MAT-02091,Item 2091 teste,EMBALAGEM,Und,INATIVO,NAO,NAO,SIM,1
MAT-01884,Item 1884 teste,Escritório,Un,Inativo,NAO,NAO,SIM,1
MAT-01888,Item 1888 teste,ELETRICO,Pc,INATIVO,NAO,NAO,SIM,1
MAT-01889,Item 1889 teste,Escritório,Kg,INATIVO,NAO,NAO,SIM,1
MAT-01890,Item 1890 teste,Embalagem,cx,Inativo,NAO,NAO,SIM,1
MAT-01891,Item 1891 teste,mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-01876,Item 1876 teste,Mecânico,Und,Ativo,NAO,NAO,SIM,1
MAT-01877,Item 1877 teste,Mecânico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-01878,Item 1878 teste,Mecânico,cx,Inativo,NAO,NAO,SIM,1
MAT-01879,Item 1879 teste,MECANICO,Pc,ativo,NAO,NAO,SIM,1
MAT-01881,Item 1881 teste,Escritório,lt,ativo,NAO,NAO,SIM,1
MAT-01869,Item 1869 teste,ELETRICO,lt,Ativo,NAO,NAO,SIM,1
MAT-01870,Item 1870 teste,Mecânico,kg,Ativo,NAO,NAO,SIM,1
MAT-01872,Item 1872 teste,hidraulico,pc,ATIVO,NAO,NAO,SIM,1
MAT-01873,Item 1873 teste,ELETRICO,lt,INATIVO,NAO,NAO,SIM,1
MAT-01874,Item 1874 teste,MECANICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-01875,Item 1875 teste,EMBALAGEM,un,Inativo,NAO,NAO,SIM,1
MAT-01861,Item 1861 teste,EMBALAGEM,und,INATIVO,NAO,NAO,SIM,1
MAT-01862,Item 1862 teste,hidraulico,kg,Ativo,NAO,NAO,SIM,1
MAT-01863,Item 1863 teste,MECANICO,Lt,ativo,NAO,NAO,SIM,1
MAT-01865,Item 1865 teste,Embalagem,Kg,Ativo,NAO,NAO,SIM,1
MAT-02076,Item 2076 teste,Hidráulico,un,Ativo,NAO,NAO,SIM,1
MAT-02077,Item 2077 teste,Hidráulico,kg,Inativo,NAO,NAO,SIM,1
MAT-02078,Item 2078 teste,mecânico,kg,Ativo,NAO,NAO,SIM,1
MAT-02080,Item 2080 teste,hidraulico,l,ativo,NAO,NAO,SIM,1
MAT-02083,Item 2083 teste,Hidráulico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-02069,Item 2069 teste,Elétrico,Lt,Inativo,NAO,NAO,SIM,1
MAT-02071,Item 2071 teste,Embalagem,Lt,Ativo,NAO,NAO,SIM,1
MAT-02073,Item 2073 teste,EMBALAGEM,pc,Ativo,NAO,NAO,SIM,1
MAT-02061,Item 2061 teste,Embalagem,l,Inativo,NAO,NAO,SIM,1
MAT-02062,Item 2062 teste,Elétrico,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02063,Item 2063 teste,MECANICO,Un,Inativo,NAO,NAO,SIM,1
MAT-02064,Item 2064 teste,hidraulico,lt,ativo,NAO,NAO,SIM,1
MAT-02066,Item 2066 teste,Embalagem,Und,INATIVO,NAO,NAO,SIM,1
MAT-02052,Item 2052 teste,Escritório,pc,ativo,NAO,NAO,SIM,1
MAT-02053,Item 2053 teste,Elétrico,Un,ativo,NAO,NAO,SIM,1
MAT-02054,Item 2054 teste,ELETRICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-02057,Item 2057 teste,Escritório,l,ativo,NAO,NAO,SIM,1
MAT-02058,Item 2058 teste,EMBALAGEM,cx,Inativo,NAO,NAO,SIM,1
MAT-01916,Item 1916 teste,ELETRICO,cx,Ativo,NAO,NAO,SIM,1
MAT-01917,Item 1917 teste,Elétrico,und,Ativo,NAO,NAO,SIM,1
MAT-01918,Item 1918 teste,MECANICO,Pc,ATIVO,NAO,NAO,SIM,1
MAT-01919,Item 1919 teste,Embalagem,Lt,ATIVO,NAO,NAO,SIM,1
MAT-01922,Item 1922 teste,mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-01923,Item 1923 teste,mecânico,Un,ativo,NAO,NAO,SIM,1
MAT-01908,Item 1908 teste,Elétrico,cx,INATIVO,NAO,NAO,SIM,1
MAT-01910,Item 1910 teste,Elétrico,Un,ativo,NAO,NAO,SIM,1
MAT-01912,Item 1912 teste,Hidráulico,lt,Inativo,NAO,NAO,SIM,1
MAT-01915,Item 1915 teste,Elétrico,un,INATIVO,NAO,NAO,SIM,1
MAT-01900,Item 1900 teste,hidraulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01901,Item 1901 teste,Hidráulico,kg,ATIVO,NAO,NAO,SIM,1
MAT-01904,Item 1904 teste,hidraulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-01906,Item 1906 teste,ELETRICO,Lt,ativo,NAO,NAO,SIM,1
MAT-01907,Item 1907 teste,EMBALAGEM,Un,ativo,NAO,NAO,SIM,1
MAT-01892,Item 1892 teste,Hidráulico,Und,ATIVO,NAO,NAO,SIM,1
MAT-01893,Item 1893 teste,ELETRICO,pc,Inativo,NAO,NAO,SIM,1
MAT-01894,Item 1894 teste,Escritório,und,Inativo,NAO,NAO,SIM,1
MAT-01895,Item 1895 teste,EMBALAGEM,un,Ativo,NAO,NAO,SIM,1
MAT-01896,Item 1896 teste,ELETRICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-01897,Item 1897 teste,mecânico,Und,ativo,NAO,NAO,SIM,1
MAT-01898,Item 1898 teste,ELETRICO,Pc,ATIVO,NAO,NAO,SIM,1
MAT-01949,Item 1949 teste,ELETRICO,Lt,INATIVO,NAO,NAO,SIM,1
MAT-01952,Item 1952 teste,Escritório,Kg,Ativo,NAO,NAO,SIM,1
MAT-01953,Item 1953 teste,EMBALAGEM,pc,INATIVO,NAO,NAO,SIM,1
MAT-01954,Item 1954 teste,Escritório,cx,INATIVO,NAO,NAO,SIM,1
MAT-01940,Item 1940 teste,Hidráulico,cx,Ativo,NAO,NAO,SIM,1
MAT-01941,Item 1941 teste,hidraulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-01942,Item 1942 teste,Hidráulico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-01945,Item 1945 teste,Escritório,Pc,INATIVO,NAO,NAO,SIM,1
MAT-01946,Item 1946 teste,hidraulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01947,Item 1947 teste,Hidráulico,Pc,ATIVO,NAO,NAO,SIM,1
MAT-01935,Item 1935 teste,Escritório,und,Inativo,NAO,NAO,SIM,1
MAT-01936,Item 1936 teste,Embalagem,Kg,ATIVO,NAO,NAO,SIM,1
MAT-01938,Item 1938 teste,Elétrico,Kg,Ativo,NAO,NAO,SIM,1
MAT-01939,Item 1939 teste,Elétrico,Kg,Ativo,NAO,NAO,SIM,1
MAT-01924,Item 1924 teste,Mecânico,Und,INATIVO,NAO,NAO,SIM,1
MAT-01925,Item 1925 teste,Elétrico,kg,Ativo,NAO,NAO,SIM,1
MAT-01926,Item 1926 teste,Escritório,kg,INATIVO,NAO,NAO,SIM,1
MAT-01927,Item 1927 teste,EMBALAGEM,cx,INATIVO,NAO,NAO,SIM,1
MAT-01928,Item 1928 teste,hidraulico,Kg,Ativo,NAO,NAO,SIM,1
MAT-01929,Item 1929 teste,Escritório,cx,INATIVO,NAO,NAO,SIM,1
MAT-01930,Item 1930 teste,hidraulico,pc,ATIVO,NAO,NAO,SIM,1
MAT-02051,Item 2051 teste,Hidráulico,l,Ativo,NAO,NAO,SIM,1
MAT-02036,Item 2036 teste,Hidráulico,Lt,ativo,NAO,NAO,SIM,1
MAT-02037,Item 2037 teste,Escritório,l,Inativo,NAO,NAO,SIM,1
MAT-02038,Item 2038 teste,MECANICO,und,ativo,NAO,NAO,SIM,1
MAT-02039,Item 2039 teste,Hidráulico,cx,Ativo,NAO,NAO,SIM,1
MAT-02042,Item 2042 teste,hidraulico,kg,ativo,NAO,NAO,SIM,1
MAT-02043,Item 2043 teste,mecânico,un,Ativo,NAO,NAO,SIM,1
MAT-02030,Item 2030 teste,ELETRICO,l,INATIVO,NAO,NAO,SIM,1
MAT-02032,Item 2032 teste,Hidráulico,pc,Inativo,NAO,NAO,SIM,1
MAT-02022,Item 2022 teste,Mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-02024,Item 2024 teste,EMBALAGEM,lt,Ativo,NAO,NAO,SIM,1
MAT-02025,Item 2025 teste,hidraulico,cx,Ativo,NAO,NAO,SIM,1
MAT-02026,Item 2026 teste,Elétrico,und,ativo,NAO,NAO,SIM,1
MAT-01980,Item 1980 teste,Mecânico,lt,ATIVO,NAO,NAO,SIM,1
MAT-01985,Item 1985 teste,ELETRICO,kg,Inativo,NAO,NAO,SIM,1
MAT-01986,Item 1986 teste,Mecânico,und,ativo,NAO,NAO,SIM,1
MAT-01972,Item 1972 teste,mecânico,und,Inativo,NAO,NAO,SIM,1
MAT-01976,Item 1976 teste,Mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-01977,Item 1977 teste,hidraulico,Pc,Inativo,NAO,NAO,SIM,1
MAT-01978,Item 1978 teste,mecânico,Pc,ATIVO,NAO,NAO,SIM,1
MAT-01979,Item 1979 teste,ELETRICO,cx,Inativo,NAO,NAO,SIM,1
MAT-01965,Item 1965 teste,mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-01966,Item 1966 teste,Embalagem,un,Inativo,NAO,NAO,SIM,1
MAT-01969,Item 1969 teste,hidraulico,und,Inativo,NAO,NAO,SIM,1
MAT-01971,Item 1971 teste,EMBALAGEM,cx,ativo,NAO,NAO,SIM,1
MAT-01956,Item 1956 teste,Escritório,Lt,Inativo,NAO,NAO,SIM,1
MAT-01959,Item 1959 teste,Embalagem,kg,Ativo,NAO,NAO,SIM,1
MAT-01960,Item 1960 teste,Embalagem,lt,ATIVO,NAO,NAO,SIM,1
MAT-02012,Item 2012 teste,Escritório,Un,ATIVO,NAO,NAO,SIM,1
MAT-02014,Item 2014 teste,Elétrico,Un,Inativo,NAO,NAO,SIM,1
MAT-02015,Item 2015 teste,Embalagem,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02017,Item 2017 teste,Mecânico,cx,ATIVO,NAO,NAO,SIM,1
MAT-02018,Item 2018 teste,Elétrico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02019,Item 2019 teste,MECANICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-02004,Item 2004 teste,EMBALAGEM,l,ATIVO,NAO,NAO,SIM,1
MAT-02006,Item 2006 teste,hidraulico,lt,Ativo,NAO,NAO,SIM,1
MAT-02002,Item 2002 teste,Hidráulico,pc,ATIVO,NAO,NAO,SIM,1
MAT-02003,Item 2003 teste,hidraulico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-01988,Item 1988 teste,ELETRICO,kg,ATIVO,NAO,NAO,SIM,1
MAT-01991,Item 1991 teste,Escritório,Und,ATIVO,NAO,NAO,SIM,1
MAT-01993,Item 1993 teste,EMBALAGEM,Lt,INATIVO,NAO,NAO,SIM,1
MAT-01994,Item 1994 teste,EMBALAGEM,Kg,Ativo,NAO,NAO,SIM,1
MAT-01995,Item 1995 teste,mecânico,cx,INATIVO,NAO,NAO,SIM,1
MAT-03292,Item 3292 teste,Escritório,Und,ATIVO,NAO,NAO,SIM,1
MAT-03293,Item 3293 teste,mecânico,cx,ativo,NAO,NAO,SIM,1
MAT-03294,Item 3294 teste,Hidráulico,Pc,ativo,NAO,NAO,SIM,1
MAT-03295,Item 3295 teste,Hidráulico,und,Ativo,NAO,NAO,SIM,1
MAT-00003,Item 3 teste,Embalagem,Und,Ativo,NAO,NAO,SIM,1
MAT-03284,Item 3284 teste,mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-03290,Item 3290 teste,Mecânico,pc,Ativo,NAO,NAO,SIM,1
MAT-03276,Item 3276 teste,Embalagem,pc,INATIVO,NAO,NAO,SIM,1
MAT-03277,Item 3277 teste,Hidráulico,Kg,ativo,NAO,NAO,SIM,1
MAT-03279,Item 3279 teste,hidraulico,Und,Ativo,NAO,NAO,SIM,1
MAT-03282,Item 3282 teste,hidraulico,und,Inativo,NAO,NAO,SIM,1
MAT-03269,Item 3269 teste,Hidráulico,kg,ativo,NAO,NAO,SIM,1
MAT-03271,Item 3271 teste,Elétrico,un,ATIVO,NAO,NAO,SIM,1
MAT-03272,Item 3272 teste,mecânico,un,Inativo,NAO,NAO,SIM,1
MAT-03273,Item 3273 teste,mecânico,Und,ATIVO,NAO,NAO,SIM,1
MAT-00028,Item 28 teste,MECANICO,lt,Inativo,NAO,NAO,SIM,1
MAT-00030,Item 30 teste,Elétrico,Kg,Inativo,NAO,NAO,SIM,1
MAT-00031,Item 31 teste,EMBALAGEM,Und,Inativo,NAO,NAO,SIM,1
MAT-00033,Item 33 teste,ELETRICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-00020,Item 20 teste,mecânico,und,Ativo,NAO,NAO,SIM,1
MAT-00021,Item 21 teste,ELETRICO,Lt,Ativo,NAO,NAO,SIM,1
MAT-00022,Item 22 teste,Mecânico,kg,ATIVO,NAO,NAO,SIM,1
MAT-00024,Item 24 teste,Hidráulico,Und,INATIVO,NAO,NAO,SIM,1
MAT-00014,Item 14 teste,MECANICO,l,Ativo,NAO,NAO,SIM,1
MAT-00015,Item 15 teste,Hidráulico,lt,ATIVO,NAO,NAO,SIM,1
MAT-00017,Item 17 teste,mecânico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-00004,Item 4 teste,ELETRICO,kg,Inativo,NAO,NAO,SIM,1
MAT-00009,Item 9 teste,Embalagem,pc,INATIVO,NAO,NAO,SIM,1
MAT-00010,Item 10 teste,ELETRICO,un,ATIVO,NAO,NAO,SIM,1
MAT-00011,Item 11 teste,Elétrico,kg,INATIVO,NAO,NAO,SIM,1
MAT-03300,Item 3300 teste,Embalagem,UN,INATIVO,NAO,NAO,NAO,0
MAT-00005,Item 5 teste,hidraulico,KG,ATIVO,NAO,NAO,NAO,0
MAT-00006,Item 6 teste,Escritório,UN,Inativo,NAO,NAO,NAO,0
MAT-00007,Item 7 teste,MECANICO,KG,ATIVO,NAO,NAO,NAO,0
MAT-00008,Item 8 teste,hidraulico,CX,INATIVO,NAO,NAO,NAO,0
MAT-00012,Item 12 teste,Embalagem,UND,INATIVO,NAO,NAO,NAO,0
MAT-00013,Item 13 teste,Embalagem,UND,ATIVO,NAO,NAO,NAO,0
MAT-00016,Item 16 teste,ELETRICO,CX,Ativo,NAO,NAO,NAO,0
MAT-00018,Item 18 teste,Embalagem,CX,Ativo,NAO,NAO,NAO,0
MAT-00019,Item 19 teste,Hidráulico,L,INATIVO,NAO,NAO,NAO,0
MAT-00023,Item 23 teste,Escritório,CX,Ativo,NAO,NAO,NAO,0
MAT-00025,Item 25 teste,EMBALAGEM,L,ATIVO,NAO,NAO,NAO,0
MAT-00026,Item 26 teste,Mecânico,UN,Ativo,NAO,NAO,NAO,0
MAT-00027,Item 27 teste,Escritório,PÇ,ATIVO,NAO,NAO,NAO,0
MAT-00029,Item 29 teste,hidraulico,KG,ATIVO,NAO,NAO,NAO,0
MAT-00032,Item 32 teste,MECANICO,UN,ATIVO,NAO,NAO,NAO,0
MAT-00034,Item 34 teste,MECANICO,KG,INATIVO,NAO,NAO,NAO,0
