codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-01570,Fluido PVC,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01571,Pasta em PVC,Lubrificante,CAMINHO_1,0,0,,
MAT-01572,Correia Cobre,Mecânico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01573,fita Alumínio,Embalagem,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01574,"Tubo 1"" PVC",Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01575,Chave Plástico,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-01576,Chave PVC,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-01577,Base Plástico,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01578,Junta Plástico,Peças,CAMINHO_1,0,0,,
MAT-01579,Furadeira Aço,Ferramentas,CAMINHO_2,0,1,,Parado 482 dias
MAT-01580,Vassoura PVC,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01581,Chave Alumínio,Ferramentas,CAMINHO_2,0,1,,Parado 402 dias
MAT-01582,Prego Inox,Fixação,CAMINHO_1,0,0,,
MAT-01583,Desinfetante em Plástico,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 417 dias
MAT-01584,Luva G Alumínio,EPI,CAMINHO_2,0,1,,Parado 435 dias
MAT-01585,Plástico Latão,Embalagem,CAMINHO_3,0,3,,Sem estoque minimo; Preco alto: R$1929.72 (revisar); Parado 525 dias
MAT-01586,Solvente Latão,Químico,CAMINHO_1,0,0,,
MAT-01587,Fita Cobre,Embalagem,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 395 dias
MAT-01588,Correia PVC,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-01589,Tomada Cobre,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01590,Lâmpada Cobre,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01591,Suporte Aço,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01592,Grampeador Cobre,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01593,Conexão Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-01594,Papelão Latão,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-01595,Eixo Cobre,Mecânico,CAMINHO_2,0,1,,Parado 531 dias
MAT-01596,Caixa Plástico,Embalagem,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 526 dias
MAT-01597,Suporte Plástico,Acessórios,CAMINHO_2,0,1,,Sem fornecedor
MAT-01598,Porca Aço M12,Fixação,CAMINHO_1,0,0,,
MAT-01599,Pano Plástico,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 578 dias
MAT-01600,Bucha Aço,Mecânico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 378 dias
MAT-01601,Plástico Latão,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01602,Sensor Plástico,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01603,Suporte Cobre,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01604,Óleo Cobre,Lubrificante,REJEITADO,1,0,Preco zerado,
MAT-01605,Válvula Aço,Hidráulico,REJEITADO,1,0,Preco zerado,
MAT-01606,vedação Inox,Peças,CAMINHO_1,0,0,,
MAT-01607,Rolamento PVC,Mecânico,CAMINHO_2,0,1,,Preco alto: R$1674.49 (revisar)
MAT-01608,Clips Plástico,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01609,Pasta Cobre,Escritório,CAMINHO_2,0,1,,Parado 558 dias
MAT-01610,Conexão PVC,Pneumático,CAMINHO_1,0,0,,
MAT-01611,Bota Latão,EPI,REJEITADO,1,0,Preco zerado,
MAT-01612,Filtro Alumínio,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01613,Válvula PVC,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01614,Eixo Alumínio,Mecânico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 690 dias
MAT-01615,Abraçadeira Inox,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01616,Furadeira Cobre,Ferramentas,REJEITADO,1,0,Preco zerado,
MAT-01617,Cilindro Plástico,Pneumático,CAMINHO_1,0,0,,
MAT-01618,Plástico PVC,Embalagem,CAMINHO_1,0,0,,
MAT-01619,Base Cobre,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01620,Alicate Plástico,Ferramentas,REJEITADO,1,1,Preco zerado,Sem estoque minimo
MAT-01621,Chave Inox,Ferramentas,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 388 dias
MAT-01622,Papelão Inox,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-01623,Módulo PVC,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-01624,Rolamento PVC,Mecânico,CAMINHO_2,0,1,,Parado 587 dias
MAT-01625,Caneta Latão,Escritório,CAMINHO_1,0,0,,
MAT-01626,Lâmpada Cobre,Elétrico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 397 dias
MAT-01627,Furadeira Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-01628,Válvula PVC,Pneumático,CAMINHO_1,0,0,,
MAT-01629,LED Plástico,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01630,Grampeador Latão,Escritório,CAMINHO_1,0,0,,
MAT-01631,Catalisador Latão,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01632,Tomada Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01633,Martelo Alumínio,Ferramentas,CAMINHO_3,0,2,,Sem estoque minimo; Parado 379 dias
MAT-01634,Vedação Plástico,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01635,LED Alumínio,Eletrônico,REJEITADO,1,1,NCM vazio,Parado 492 dias
MAT-01636,Máscara PVC,EPI,CAMINHO_2,0,1,,Preco alto: R$1721.16 (revisar)
MAT-01637,Alicate Plástico,Ferramentas,CAMINHO_1,0,0,,
MAT-01638,Arruela Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01639,Detergente Inox,Limpeza,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01640,Disjuntor Inox,Elétrico,CAMINHO_2,0,1,,Parado 595 dias
MAT-01641,Reagente Plástico,Químico,CAMINHO_1,0,0,,
MAT-01642,Mangueira Alumínio,Pneumático,CAMINHO_2,0,1,,Parado 465 dias
MAT-01643,Luva M Cobre,EPI,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01644,Porca M16 Cobre,Fixação,CAMINHO_2,0,1,,Parado 621 dias
MAT-01645,Fluido PVC,Lubrificante,CAMINHO_3,0,2,,Sem estoque minimo; Preco alto: R$1799.30 (revisar)
MAT-01646,Martelo Aço,Ferramentas,CAMINHO_3,0,2,,Sem estoque minimo; Parado 391 dias
MAT-01647,Rolamento Plástico,Peças,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01648,Parafuso M10 Cobre,Fixação,CAMINHO_2,0,1,,Parado 407 dias
MAT-01649,Filtro Cobre,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01650,Óculos PVC,EPI,REJEITADO,1,1,Preco zerado,Sem estoque minimo
MAT-01651,Registro Latão,Hidráulico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-01652,Solvente Plástico,Químico,CAMINHO_1,0,0,,
MAT-01653,Parafuso M10 Aço,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 425 dias
MAT-01654,Correia Plástico,Mecânico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01655,Capacete Plástico,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-01656,Parafuso M12 Alumínio,Fixação,CAMINHO_2,0,1,,Preco alto: R$1573.33 (revisar)
MAT-01657,Graxa Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-01658,Engrenagem Latão,Mecânico,CAMINHO_2,0,1,,Parado 537 dias
MAT-01659,Suporte PVC,Acessórios,CAMINHO_2,0,1,,Parado 385 dias
MAT-01660,"Cabo 2,5mm² Aço",Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01661,Capacete Plástico,EPI,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01662,Chave Latão,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-01663,Junta Alumínio,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01664,Junta Aço,Peças,CAMINHO_2,0,1,,Parado 534 dias
MAT-01665,Desinfetante Aço,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-01666,Caixa Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01667,Vassoura Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-01668,Óleo Inox,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1538.32 (revisar)
MAT-01669,Interruptor Latão,Elétrico,CAMINHO_1,0,0,,
MAT-01670,Sensor Latão,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01671,Vassoura Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-01672,Tomada PVC,Elétrico,CAMINHO_1,0,0,,
MAT-01673,Disjuntor PVC,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 437 dias
MAT-01674,Mangueira Plástico,Hidráulico,CAMINHO_1,0,0,,
MAT-01675,Graxa Aço,Lubrificante,CAMINHO_2,0,1,,Parado 565 dias
MAT-01676,Conexão Latão,Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01677,Papelão Aço,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01678,Ácido Aço,Químico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 712 dias
MAT-01679,Pano Cobre,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01680,Porca M16 Aço,Fixação,CAMINHO_1,0,0,,
MAT-01681,Mangueira Plástico,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01682,Interruptor Inox,Elétrico,CAMINHO_1,0,0,,
MAT-01683,Prego Alumínio,Fixação,CAMINHO_1,0,0,,
MAT-01684,Ácido Plástico,Químico,CAMINHO_2,0,1,,Parado 438 dias
MAT-01685,Vassoura Cobre,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-01686,Clips PVC,Escritório,REJEITADO,1,3,NCM vazio,Sem estoque minimo; Preco alto: R$1984.27 (revisar); Parado 485 dias
MAT-01687,Capacitor Cobre,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 476 dias
MAT-01688,Grampeador Plástico,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01689,Máscara Inox,EPI,CAMINHO_1,0,0,,
MAT-01690,Mangueira PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01691,Junta Alumínio,Peças,CAMINHO_1,0,0,,
MAT-01692,Cabo Latão 6mm²,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01693,Válvula Inox,Hidráulico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01694,Chave Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-01695,Gancho Aço,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01696,Clips Inox,Escritório,CAMINHO_1,0,0,,
MAT-01697,Spray Alumínio,Lubrificante,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Preco alto: R$1755.91 (revisar)
MAT-01698,tomada Alumínio,Elétrico,CAMINHO_3,0,3,,Sem estoque minimo; Preco alto: R$1844.46 (revisar); Parado 464 dias
MAT-01699,caixa Inox,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 368 dias
MAT-01700,Tomada Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-01701,Retentor Cobre,Peças,CAMINHO_1,0,0,,
MAT-01702,Bota Latão,EPI,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01703,Filtro PVC,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 440 dias
MAT-01704,Clips Latão,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Parado 381 dias
MAT-01705,Módulo PVC,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-01706,Desinfetante Latão,Limpeza,REJEITADO,1,1,NCM vazio,Preco alto: R$1632.61 (revisar)
MAT-01707,Filtro Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-01708,Alicate Inox,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-01709,LED Latão,Eletrônico,CAMINHO_1,0,0,,
MAT-01710,Válvula Inox,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Parado 657 dias
MAT-01711,Válvula Cobre,Pneumático,REJEITADO,1,1,NCM vazio,Parado 716 dias
MAT-01712,Balde Aço,Limpeza,CAMINHO_3,0,2,,Sem estoque minimo; Parado 395 dias
MAT-01713,Sensor Plástico,Eletrônico,CAMINHO_2,0,1,,Parado 439 dias
MAT-01714,caneta PVC,Escritório,CAMINHO_1,0,0,,
MAT-01715,Tomada Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-01716,Resistor Cobre,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01717,Base Latão,Químico,CAMINHO_2,0,1,,Preco alto: R$1656.17 (revisar)
MAT-01718,Válvula Aço,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-01719,Porca M10 Latão,Fixação,CAMINHO_1,0,0,,
MAT-01720,Porca M10 Aço,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 647 dias
MAT-01721,Vedação PVC,Peças,CAMINHO_2,0,1,,Parado 387 dias
MAT-01722,Fita Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01723,Anel Plástico,Peças,CAMINHO_2,0,1,,Parado 555 dias
MAT-01724,Grampeador Plástico,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01725,Alicate Latão,Ferramentas,CAMINHO_2,0,1,,Preco alto: R$1937.06 (revisar)
MAT-01726,Papel Aço,Escritório,REJEITADO,1,1,NCM vazio,Parado 494 dias
MAT-01727,Graxa Cobre,Lubrificante,CAMINHO_1,0,0,,
MAT-01728,Etiqueta Aço,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01729,Rolamento PVC,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01730,Spray Alumínio,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01731,Luva GG Plástico,EPI,CAMINHO_2,0,1,,Parado 672 dias
MAT-01732,Papel PVC,Escritório,CAMINHO_1,0,0,,
MAT-01733,Interruptor em Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01734,Óleo Latão,Lubrificante,CAMINHO_1,0,0,,
MAT-01735,Interruptor Latão,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 368 dias
MAT-01736,Plástico PVC,Embalagem,REJEITADO,1,0,Preco zerado,
MAT-01737,Máscara Alumínio,EPI,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01738,Válvula Plástico,Hidráulico,REJEITADO,1,1,Preco zerado,Parado 551 dias
MAT-01739,Chave Cobre,Ferramentas,REJEITADO,1,0,Preco zerado,
MAT-01740,Válvula Plástico,Hidráulico,CAMINHO_1,0,0,,
MAT-01741,Serra Inox,Ferramentas,CAMINHO_1,0,0,,
MAT-01742,Mangueira Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-01743,Catalisador Alumínio,Químico,CAMINHO_2,0,1,,Preco alto: R$1636.27 (revisar)
MAT-01744,Óleo Plástico,Lubrificante,CAMINHO_2,0,1,,Parado 486 dias
MAT-01745,Caneta Inox,Escritório,CAMINHO_1,0,0,,
MAT-01746,Papelão Alumínio,Embalagem,CAMINHO_1,0,0,,
MAT-01747,Gancho Cobre,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01748,Mangueira Plástico,Hidráulico,CAMINHO_1,0,0,,
MAT-01749,Plástico em Plástico,Embalagem,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 646 dias
MAT-01750,Registro Latão,Hidráulico,CAMINHO_1,0,0,,
MAT-01751,Suporte em Aço,Acessórios,REJEITADO,1,1,NCM vazio,Preco alto: R$1955.15 (revisar)
MAT-01752,Spray Alumínio,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01753,Clipe Latão,Acessórios,REJEITADO,1,0,NCM vazio,
MAT-01754,Correia Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-01755,Balde PVC,Limpeza,CAMINHO_2,0,1,,Parado 438 dias
MAT-01756,Pasta Plástico,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-01757,Retentor Latão,Peças,REJEITADO,1,0,NCM vazio,
MAT-01758,Capacete Latão,EPI,CAMINHO_2,0,1,,Parado 463 dias
MAT-01759,Suporte Plástico,Acessórios,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01760,Vassoura PVC,Limpeza,CAMINHO_1,0,0,,
MAT-01761,LED PVC,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-01762,Máscara Latão,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01763,Óleo Cobre,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-01764,Papel em Aço,Escritório,CAMINHO_2,0,1,,Parado 513 dias
MAT-01765,Desinfetante Plástico,Limpeza,CAMINHO_2,0,1,,Parado 428 dias
MAT-01766,Caixa Latão,Embalagem,REJEITADO,1,1,NCM vazio,Parado 487 dias
MAT-01767,Mangueira Inox,Pneumático,CAMINHO_2,0,1,,Parado 497 dias
MAT-01768,Máscara Plástico,EPI,CAMINHO_1,0,0,,
MAT-01769,Alicate Latão,Ferramentas,CAMINHO_1,0,0,,
MAT-01770,Clipe Inox,Acessórios,CAMINHO_1,0,0,,
MAT-01771,Parafuso M16 Inox,Fixação,CAMINHO_1,0,0,,
MAT-01772,Retentor Plástico,Peças,CAMINHO_1,0,0,,
MAT-01773,cabo 10mm² PVC,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 483 dias
MAT-01774,Arruela Aço,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01775,Caneta Inox,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01776,Bucha Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-01777,Junta Aço,Peças,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01778,Mangueira Aço,Hidráulico,CAMINHO_1,0,0,,
MAT-01779,Martelo Plástico,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 449 dias
MAT-01780,Mangueira PVC,Pneumático,REJEITADO,1,1,NCM vazio,Parado 469 dias
MAT-01781,luva XG Plástico,EPI,REJEITADO,1,0,NCM vazio,
MAT-01782,Arruela PVC,Fixação,CAMINHO_2,0,1,,Parado 408 dias
MAT-01783,Disjuntor Plástico,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01784,Óleo Aço,Lubrificante,CAMINHO_1,0,0,,
MAT-01785,Prego em PVC,Fixação,CAMINHO_2,0,1,,Parado 596 dias
MAT-01786,Retentor Cobre,Peças,CAMINHO_1,0,0,,
MAT-01787,Ácido Aço,Químico,CAMINHO_2,0,1,,Parado 378 dias
MAT-01788,Papel Alumínio,Escritório,CAMINHO_2,0,1,,Parado 485 dias
MAT-01789,Vedação Aço,Peças,CAMINHO_2,0,1,,Parado 386 dias
MAT-01790,Presilha Latão,Acessórios,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 651 dias
MAT-01791,Rolamento Cobre,Peças,CAMINHO_2,0,1,,Parado 574 dias
MAT-01792,serra Plástico,Ferramentas,CAMINHO_2,0,1,,Preco alto: R$1921.81 (revisar)
MAT-01793,Vassoura Cobre,Limpeza,CAMINHO_1,0,0,,
MAT-01794,Catalisador Inox,Químico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 402 dias
MAT-01795,Plástico Alumínio,Embalagem,CAMINHO_2,0,1,,Parado 442 dias
MAT-01796,Disjuntor Latão,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01797,"Tubo 1/2"" Inox",Hidráulico,CAMINHO_2,0,1,,Parado 520 dias
MAT-01798,Prego Cobre,Fixação,REJEITADO,1,0,NCM vazio,
MAT-01799,Graxa Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-01800,Papelão Cobre,Embalagem,REJEITADO,1,1,NCM vazio,Parado 633 dias
MAT-01801,Caixa Latão,Embalagem,CAMINHO_1,0,0,,
MAT-01802,"Tubo 2"" Plástico",Hidráulico,CAMINHO_2,0,1,,Parado 595 dias
MAT-01803,Conexão Latão,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-01804,Registro Inox,Hidráulico,CAMINHO_1,0,0,,
MAT-01805,Vedação Latão,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 426 dias
MAT-01806,Disjuntor Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 537 dias
MAT-01807,Correia Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-01808,Cilindro Plástico,Pneumático,REJEITADO,1,1,NCM vazio,Parado 393 dias
MAT-01809,Capacitor Alumínio,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01810,Lâmpada Inox,Elétrico,CAMINHO_1,0,0,,
MAT-01811,Pano Latão,Limpeza,CAMINHO_2,0,1,,Preco alto: R$1820.95 (revisar)
MAT-01812,Balde Alumínio,Limpeza,CAMINHO_2,0,1,,Parado 520 dias
MAT-01813,Gancho PVC,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01814,Válvula Plástico,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01815,Caneta Aço,Escritório,CAMINHO_1,0,0,,
MAT-01816,Clips Latão,Escritório,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 468 dias
MAT-01817,Rolamento Aço,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 709 dias
MAT-01818,Tomada PVC,Elétrico,CAMINHO_1,0,0,,
MAT-01819,Graxa Latão,Lubrificante,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01820,Graxa Aço,Lubrificante,CAMINHO_3,0,2,,Sem estoque minimo; Parado 651 dias
MAT-01821,Sensor Latão,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01822,Disjuntor Alumínio,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01823,Base em Alumínio,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01824,Fluido Aço,Lubrificante,CAMINHO_1,0,0,,
MAT-01825,Anel Latão,Peças,CAMINHO_1,0,0,,
MAT-01826,Furadeira Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-01827,Vedação Latão,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01828,Lâmpada Inox,Elétrico,CAMINHO_1,0,0,,
MAT-01829,Spray Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-01830,Cabo 6mm² Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-01831,Porca M8 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01832,base Latão,Químico,CAMINHO_2,0,1,,Parado 412 dias
MAT-01833,Arruela Aço,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-01834,Óleo Inox,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-01835,Retentor Inox,Peças,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01836,Graxa Plástico,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-01837,Etiqueta Latão,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 469 dias
MAT-01838,Óleo Latão,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-01839,óculos PVC,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01840,Conexão PVC,Hidráulico,CAMINHO_1,0,0,,
MAT-01841,Clips Latão,Escritório,CAMINHO_1,0,0,,
MAT-01842,Filtro Inox,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Parado 418 dias
MAT-01843,Rolamento Alumínio,Peças,REJEITADO,1,0,NCM vazio,
MAT-01844,Vedação Inox,Peças,REJEITADO,1,1,NCM vazio,Parado 710 dias
MAT-01845,Eixo Aço,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01846,Capacete PVC,EPI,CAMINHO_1,0,0,,
MAT-01847,Fluido Inox,Lubrificante,REJEITADO,1,0,Preco zerado,
MAT-01848,Máscara Inox,EPI,CAMINHO_1,0,0,,
MAT-01849,Spray PVC,Lubrificante,CAMINHO_1,0,0,,
MAT-01850,mangueira Latão,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01851,Balde PVC,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-01852,Rebite Aço,Fixação,REJEITADO,1,0,Preco zerado,
MAT-01853,Papel Inox,Escritório,CAMINHO_1,0,0,,
MAT-01854,Grampeador Aço,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01855,Caixa Plástico,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01856,Caixa Plástico,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01857,Alicate Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-01858,Fita Inox,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-01859,rolamento Aço,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01860,Sensor Inox,Eletrônico,CAMINHO_2,0,1,,Parado 370 dias
MAT-01861,Rolamento Inox,Peças,CAMINHO_1,0,0,,
MAT-01862,Rolamento Aço,Mecânico,REJEITADO,2,0,NCM vazio; Preco zerado,
MAT-01863,Graxa Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-01864,retentor Alumínio,Peças,CAMINHO_3,0,2,,Sem fornecedor; Parado 569 dias
MAT-01865,Clips Cobre,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01866,Engrenagem Cobre,Mecânico,CAMINHO_1,0,0,,
MAT-01867,gancho Plástico,Acessórios,CAMINHO_1,0,0,,
MAT-01868,Pano Alumínio,Limpeza,CAMINHO_1,0,0,,
MAT-01869,Grampeador Alumínio,Escritório,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 391 dias
MAT-01870,Óculos Plástico,EPI,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-01871,mangueira Aço,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01872,Capacitor Cobre,Eletrônico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01873,Arruela Aço,Fixação,REJEITADO,1,0,NCM vazio,
MAT-01874,Rebite PVC,Fixação,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01875,Furadeira Inox,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 681 dias
MAT-01876,Óculos Latão,EPI,CAMINHO_1,0,0,,
MAT-01877,Válvula Cobre,Hidráulico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 688 dias
MAT-01878,Papel PVC,Escritório,CAMINHO_2,0,1,,Parado 717 dias
MAT-01879,Conexão Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-01880,Engrenagem Plástico,Mecânico,CAMINHO_1,0,0,,
MAT-01881,Prego Alumínio,Fixação,CAMINHO_1,0,0,,
