codigo_material,descricao,categoria,status,dias_sem_movimento,classificacao_giro,faixa_movimento,valor_estoque,estoque_atual
MAT-00803,Rolamento Alumínio,Mecânico,Inativo,275,Baixo,181-365 dias,14796.599999999999,3252
MAT-00019,Cilindro PVC,Pneumático,Ativo,275,Baixo,181-365 dias,16509.600000000002,4586
MAT-02116,Clipe Aço,Acessórios,Ativo,275,Baixo,181-365 dias,8305.47,171
MAT-00199,furadeira PVC,Ferramentas,Ativo,275,Baixo,181-365 dias,4032020.16,4564
MAT-06001,Cilindro PVC,Pneumático,Ativo,275,Baixo,181-365 dias,17015.78064815839,4586
MAT-01171,Retentor PVC,Peças,Ativo,275,Baixo,181-365 dias,6643.9,4582
MAT-00074,LED Plástico,Eletrônico,Ativo,274,Baixo,181-365 dias,1699.42,2741
MAT-00208,Capacete Inox,EPI,Ativo,274,Baixo,181-365 dias,1250286.04,1268
MAT-02925,Engrenagem Alumínio,Mecânico,Ativo,274,Baixo,181-365 dias,4417135.2,4104
MAT-02138,"Cabo 2,5mm² Inox",Elétrico,Inativo,274,Baixo,181-365 dias,29997.59,3083
MAT-02057,Fita PVC,Embalagem,Ativo,274,Baixo,181-365 dias,24575.76,3852
MAT-01542,Suporte Alumínio,Acessórios,Ativo,273,Baixo,181-365 dias,565941.6,2160
MAT-02581,Rolamento Inox,Mecânico,Ativo,272,Baixo,181-365 dias,146070.6,3070
MAT-00546,resistor Alumínio,Eletrônico,Ativo,272,Baixo,181-365 dias,4385305.600000001,4160
MAT-00667,Alicate Inox,Ferramentas,Bloqueado,272,Baixo,181-365 dias,106981.79999999999,2220
MAT-01590,Lâmpada Cobre,Elétrico,Ativo,272,Baixo,181-365 dias,32728.07,613
MAT-01743,Catalisador Alumínio,Químico,Ativo,272,Baixo,181-365 dias,4609372.59,2817
MAT-02080,Papelão Aço,Embalagem,Ativo,272,Baixo,181-365 dias,259111.4,4388
MAT-02648,Anel Inox,Peças,Ativo,271,Baixo,181-365 dias,196058.22,3606
MAT-06001,PRESILHA ALUMÍNIO,Acessórios,Bloqueado,270,Baixo,181-365 dias,167628.51858055536,3740
MAT-00887,Filtro Alumínio,Pneumático,Inativo,270,Baixo,181-365 dias,39989.049999999996,4019
MAT-02140,Serra Plástico,Ferramentas,Ativo,270,Baixo,181-365 dias,39109.229999999996,4293
MAT-02211,Presilha Alumínio,Acessórios,Bloqueado,270,Baixo,181-365 dias,161194.0,3740
MAT-00902,"Tubo 3/4"" Cobre",Hidráulico,Inativo,270,Baixo,181-365 dias,2610.2999999999997,2310
MAT-00084,ácido Latão,Químico,Inativo,270,Baixo,181-365 dias,22777.96,1634
MAT-01912,Rolamento Latão,Mecânico,Ativo,270,Baixo,181-365 dias,12295.74,2029
MAT-01063,Mangueira PVC,Pneumático,Ativo,269,Baixo,181-365 dias,241470.72000000003,3456
MAT-01671,Vassoura Plástico,Limpeza,Ativo,269,Baixo,181-365 dias,12822.960000000001,1587
MAT-01437,Conexão Cobre,Hidráulico,Ativo,269,Baixo,181-365 dias,120215.65999999999,4982
MAT-01514,Correia Inox,Mecânico,Ativo,268,Baixo,181-365 dias,11246.19,4911
MAT-00361,Suporte Alumínio,Acessórios,Ativo,267,Baixo,181-365 dias,948928.1,2459
MAT-06001,JUNTA ALUMÍNIO,Peças,Bloqueado,267,Baixo,181-365 dias,657.3373083353432,1134
MAT-01663,Junta Alumínio,Peças,Bloqueado,267,Baixo,181-365 dias,657.7199999999999,1134
MAT-02258,LED Latão,Eletrônico,Ativo,266,Baixo,181-365 dias,8559.0,3804
MAT-06001,CAIXA PLÁSTICO,Embalagem,Ativo,266,Baixo,181-365 dias,9568.07447568,1243
MAT-00661,Caixa Plástico,Embalagem,Ativo,266,Baixo,181-365 dias,0.0,1243
MAT-01771,Parafuso M16 Inox,Fixação,Ativo,265,Baixo,181-365 dias,26465.640000000003,2676
MAT-06001,REAGENTE AÇO,Químico,Ativo,265,Baixo,181-365 dias,3619.47753966347,863
MAT-01506,Ácido em Inox,Químico,Ativo,265,Baixo,181-365 dias,2922.0,1948
MAT-02773,Reagente Aço,Químico,Ativo,265,Baixo,181-365 dias,3633.23,863
MAT-01179,Prego Plástico,Fixação,Ativo,264,Baixo,181-365 dias,14761.890000000001,3627
MAT-01272,Grampeador Aço,Escritório,Bloqueado,264,Baixo,181-365 dias,33142.72,4112
MAT-01071,Óleo PVC,Lubrificante,Ativo,264,Baixo,181-365 dias,4765.4400000000005,2336
MAT-02035,Conexão PVC,Hidráulico,Inativo,264,Baixo,181-365 dias,28250.64,4059
MAT-01561,válvula Latão,Hidráulico,Ativo,264,Baixo,181-365 dias,134933.76,4992
MAT-00016,Martelo Alumínio,Ferramentas,Ativo,263,Baixo,181-365 dias,26637.600000000002,3027
MAT-06001,PASTA ALUMÍNIO,Escritório,Ativo,263,Baixo,181-365 dias,78.62109751595548,89
MAT-02396,Lâmpada Plástico,Elétrico,Ativo,263,Baixo,181-365 dias,18230.12,2822
MAT-02095,Detergente Alumínio,Limpeza,Ativo,263,Baixo,181-365 dias,12798.599999999999,3855
MAT-01188,Pasta Alumínio,Escritório,Ativo,263,Baixo,181-365 dias,80.10000000000001,89
MAT-01906,Fluido Latão,Lubrificante,Ativo,263,Baixo,181-365 dias,8230.2,1740
MAT-01310,Capacete Plástico,EPI,Ativo,262,Baixo,181-365 dias,20587.0,2422
MAT-00112,Sensor Latão,Eletrônico,Ativo,262,Baixo,181-365 dias,315594.65,4417
MAT-01729,Rolamento PVC,Peças,Ativo,262,Baixo,181-365 dias,1277721.0,4995
MAT-02429,Etiqueta Inox,Embalagem,Inativo,262,Baixo,181-365 dias,16805.010000000002,4233
MAT-01801,Caixa Latão,Embalagem,Bloqueado,262,Baixo,181-365 dias,5388167.930000001,4223
MAT-01569,Clips Inox,Escritório,Ativo,262,Baixo,181-365 dias,11785.2,1403
MAT-00023,led Alumínio,Eletrônico,Ativo,261,Baixo,181-365 dias,42144.479999999996,4662
MAT-00736,Fita Latão,Embalagem,Bloqueado,261,Baixo,181-365 dias,310400.0,3880
MAT-02763,Mangueira Aço,Pneumático,Ativo,260,Baixo,181-365 dias,29963.670000000002,2929
MAT-00394,Presilha Latão,Acessórios,Ativo,260,Baixo,181-365 dias,362.88000000000005,81
MAT-00103,Parafuso M12 PVC,Fixação,Ativo,260,Baixo,181-365 dias,187718.91999999998,2221
MAT-01886,Papel Plástico,Escritório,Inativo,260,Baixo,181-365 dias,26857.680000000004,376
MAT-01774,Arruela Aço,Fixação,Ativo,259,Baixo,181-365 dias,941.6400000000001,177
MAT-00894,Ácido Inox,Químico,Ativo,259,Baixo,181-365 dias,32034.239999999998,2724
MAT-01296,Disjuntor Aço,Elétrico,Inativo,259,Baixo,181-365 dias,1514670.12,2748
MAT-02863,Papelão Plástico,Embalagem,Ativo,259,Baixo,181-365 dias,15478.980000000001,3102
MAT-02364,Mangueira Alumínio,Pneumático,Ativo,258,Baixo,181-365 dias,1169286.82,3809
MAT-02238,Parafuso M10 PVC,Fixação,Bloqueado,258,Baixo,181-365 dias,124738.40000000001,1640
MAT-01491,Lâmpada Latão,Elétrico,Ativo,258,Baixo,181-365 dias,319086.36,4094
MAT-00133,Alicate Inox,Ferramentas,Ativo,258,Baixo,181-365 dias,21241.77,3273
MAT-02924,Válvula Aço,Hidráulico,Ativo,256,Baixo,181-365 dias,2712.25,475
MAT-00607,Lâmpada Latão,Elétrico,Inativo,256,Baixo,181-365 dias,3499453.77,3373
MAT-02789,Pasta Latão,Escritório,Ativo,256,Baixo,181-365 dias,2350.3199999999997,2798
MAT-02141,Cabo 6mm² Inox,Elétrico,Bloqueado,255,Baixo,181-365 dias,0.0,2501
MAT-01979,Disjuntor Inox,Elétrico,Ativo,255,Baixo,181-365 dias,3163574.4,2685
MAT-02876,Lâmpada Inox,Elétrico,Ativo,254,Baixo,181-365 dias,3295730.8800000004,3936
MAT-01761,LED PVC,Eletrônico,Inativo,254,Baixo,181-365 dias,181819.08,2754
MAT-02261,Cilindro Latão,Pneumático,Ativo,254,Baixo,181-365 dias,29145.760000000002,2968
MAT-02102,"tubo 3/4"" Plástico",Hidráulico,Ativo,254,Baixo,181-365 dias,36023.85,4335
MAT-01020,Serra PVC,Ferramentas,Ativo,254,Baixo,181-365 dias,24688.18,3223
MAT-06001,"TUBO 3/4"" PLÁSTICO",Hidráulico,Ativo,254,Baixo,181-365 dias,35851.08211976588,4335
MAT-01244,LED Alumínio,Eletrônico,Bloqueado,253,Baixo,181-365 dias,0.0,1258
MAT-06001,PANO PLÁSTICO,Limpeza,Bloqueado,252,Baixo,181-365 dias,152134.6757259406,1636
MAT-02511,LED Plástico,Eletrônico,Inativo,252,Baixo,181-365 dias,36616.799999999996,4180
MAT-01815,Caneta Aço,Escritório,Bloqueado,252,Baixo,181-365 dias,176515.95,2073
MAT-01951,Parafuso M16 Aço,Fixação,Ativo,252,Baixo,181-365 dias,78386.5,1055
MAT-00131,Pano Plástico,Limpeza,Bloqueado,252,Baixo,181-365 dias,153604.04,1636
MAT-02406,Caneta Alumínio,Escritório,Ativo,251,Baixo,181-365 dias,34428.4,4148
MAT-01617,Cilindro Plástico,Pneumático,Bloqueado,251,Baixo,181-365 dias,22862.09,2819
MAT-00436,Gancho Inox,Acessórios,Ativo,251,Baixo,181-365 dias,0.0,4247
MAT-01934,Mangueira PVC,Pneumático,Ativo,251,Baixo,181-365 dias,22213.5,2510
MAT-01106,Etiqueta Aço,Embalagem,Ativo,249,Baixo,181-365 dias,26807.039999999997,4654
MAT-00963,Ácido Latão,Químico,Ativo,249,Baixo,181-365 dias,297505.72000000003,4694
MAT-06001,PLÁSTICO INOX,Embalagem,Ativo,249,Baixo,181-365 dias,157449.4030880868,4578
MAT-02023,Plástico Inox,Embalagem,Ativo,249,Baixo,181-365 dias,165128.46,4578
MAT-00163,Rebite Inox,Fixação,Bloqueado,248,Baixo,181-365 dias,61020.38,1217
MAT-00413,Retentor PVC,Peças,Ativo,248,Baixo,181-365 dias,1270177.8,1580
MAT-02844,Clips Latão,Escritório,Ativo,247,Baixo,181-365 dias,172101.96,2316
MAT-00453,Presilha Cobre,Acessórios,Ativo,247,Baixo,181-365 dias,57647.04,583
MAT-02100,Lâmpada Inox,Elétrico,Inativo,247,Baixo,181-365 dias,188459.88,196
MAT-01227,Disjuntor Inox,Elétrico,Inativo,247,Baixo,181-365 dias,17485.78,617
MAT-02063,Óculos Inox,EPI,Ativo,247,Baixo,181-365 dias,18649.260000000002,2337
MAT-02980,Martelo Plástico,Ferramentas,Ativo,247,Baixo,181-365 dias,238194.86000000002,3533
MAT-00053,Furadeira Alumínio,Ferramentas,Bloqueado,246,Baixo,181-365 dias,9790.84,3242
MAT-02308,Registro Aço,Hidráulico,Ativo,246,Baixo,181-365 dias,291153.72000000003,2964
MAT-00886,Martelo Cobre,Ferramentas,Ativo,246,Baixo,181-365 dias,4932.9,567
MAT-06001,REGISTRO AÇO,Hidráulico,Ativo,246,Baixo,181-365 dias,287204.19233374804,2964
MAT-02562,Caneta Inox,Escritório,Ativo,246,Baixo,181-365 dias,38324.37,4263
MAT-00333,Etiqueta Inox,Embalagem,Ativo,246,Baixo,181-365 dias,2355843.66,3966
MAT-02400,Martelo Alumínio,Ferramentas,Ativo,246,Baixo,181-365 dias,15300.5,4310
MAT-00280,Mangueira Cobre,Pneumático,Ativo,245,Baixo,181-365 dias,269.49,2073
MAT-02865,Capacitor Cobre,Eletrônico,Ativo,245,Baixo,181-365 dias,17069.399999999998,2943
MAT-06001,Mangueira Cobre,Pneumático,Ativo,245,Baixo,181-365 dias,279.6038257619376,2073
MAT-00441,Parafuso M8 Cobre,Fixação,Bloqueado,245,Baixo,181-365 dias,72500.88,4492
MAT-06001,PASTA ALUMÍNIO,Lubrificante,Ativo,245,Baixo,181-365 dias,1259895.8015883595,2867
MAT-01839,óculos PVC,EPI,Ativo,245,Baixo,181-365 dias,12554.08,4076
MAT-00890,Pasta Alumínio,Lubrificante,Ativo,245,Baixo,181-365 dias,1270826.42,2867
MAT-02639,Anel Inox,Peças,Bloqueado,244,Baixo,181-365 dias,2166.3,261
MAT-00303,clipe Latão,Acessórios,Ativo,244,Baixo,181-365 dias,15692.7,2715
MAT-00410,Arruela Alumínio,Fixação,Ativo,244,Baixo,181-365 dias,14702.48,1742
MAT-01554,Junta Alumínio,Peças,Inativo,244,Baixo,181-365 dias,33688.08,1977
MAT-01005,Abraçadeira Inox,Acessórios,Ativo,244,Baixo,181-365 dias,279886.88,4277
MAT-01376,Fluido Alumínio,Lubrificante,Ativo,244,Baixo,181-365 dias,26417.95,485
MAT-02012,Capacitor Latão,Eletrônico,Ativo,244,Baixo,181-365 dias,21883.199999999997,1455
MAT-01486,Fluido Inox,Lubrificante,Ativo,243,Baixo,181-365 dias,1147156.19,677
MAT-01594,Papelão Latão,Embalagem,Ativo,243,Baixo,181-365 dias,2511.0400000000004,1121
MAT-02737,Mangueira Plástico,Pneumático,Ativo,243,Baixo,181-365 dias,1239315.84,4391
MAT-00252,Plástico PVC,Embalagem,Ativo,243,Baixo,181-365 dias,5540.0,1000
MAT-01334,Cilindro Aço,Pneumático,Ativo,243,Baixo,181-365 dias,130439.60999999999,3153
MAT-01047,Serra Plástico,Ferramentas,Ativo,243,Baixo,181-365 dias,13598.52,2274
MAT-02870,Lâmpada Cobre,Elétrico,Ativo,242,Baixo,181-365 dias,106884.45,1347
MAT-00559,Cabo 16mm² Plástico,Elétrico,Ativo,242,Baixo,181-365 dias,537277.0800000001,876
MAT-01282,Gancho Latão,Acessórios,Ativo,242,Baixo,181-365 dias,15859.650000000001,4597
MAT-02873,Óculos Plástico,EPI,Ativo,242,Baixo,181-365 dias,165301.91999999998,1736
MAT-02055,Filtro Plástico,Pneumático,Ativo,241,Baixo,181-365 dias,4180.8,2010
MAT-06001,MARTELO PVC,Ferramentas,Ativo,241,Baixo,181-365 dias,2896.058686354061,2317
MAT-01922,Eixo Aço,Mecânico,Ativo,241,Baixo,181-365 dias,22082.32,4996
MAT-00710,Anel PVC,Peças,Ativo,241,Baixo,181-365 dias,56834.200000000004,2390
MAT-00593,Alicate Plástico,Ferramentas,Ativo,241,Baixo,181-365 dias,459709.35000000003,4965
MAT-01530,Prego Inox,Fixação,Ativo,241,Baixo,181-365 dias,7541.7,3279
MAT-02811,Martelo PVC,Ferramentas,Ativo,241,Baixo,181-365 dias,2942.59,2317
MAT-00412,Detergente Aço,Limpeza,Ativo,241,Baixo,181-365 dias,28035.0,4005
MAT-02157,Cabo 6mm² Latão,Elétrico,Ativo,241,Baixo,181-365 dias,22921.440000000002,2703
MAT-02156,Anel em Latão,Peças,Ativo,240,Baixo,181-365 dias,164720.0,284
MAT-00812,Disjuntor Alumínio,Elétrico,Ativo,240,Baixo,181-365 dias,3118077.81,4507
MAT-00251,Óleo Alumínio,Lubrificante,Bloqueado,239,Baixo,181-365 dias,8062.5,3125
MAT-02309,Martelo Cobre,Ferramentas,Ativo,239,Baixo,181-365 dias,5131740.4,3526
MAT-01221,Eixo Alumínio,Mecânico,Bloqueado,239,Baixo,181-365 dias,40559.75,1925
MAT-01353,Detergente PVC,Limpeza,Ativo,239,Baixo,181-365 dias,61457.399999999994,3420
MAT-01393,Vassoura Aço,Limpeza,Ativo,239,Baixo,181-365 dias,230.88,24
MAT-06001,Martelo Cobre,Ferramentas,Ativo,239,Baixo,181-365 dias,5085452.935791359,3526
MAT-00723,Válvula Plástico,Pneumático,Ativo,239,Baixo,181-365 dias,8542.939999999999,3073
MAT-06001,Detergente PVC,Limpeza,Ativo,239,Baixo,181-365 dias,60228.39616879849,3420
MAT-01500,LED Inox,Eletrônico,Ativo,238,Baixo,181-365 dias,328272.0,3360
MAT-02268,Papelão Alumínio,Embalagem,Ativo,238,Baixo,181-365 dias,6124923.54,4437
MAT-01410,Mangueira Aço,Hidráulico,Ativo,238,Baixo,181-365 dias,27915.02,4438
MAT-01546,Caixa Inox,Embalagem,Ativo,238,Baixo,181-365 dias,312183.84,4756
MAT-02526,Módulo em Plástico,Eletrônico,Ativo,237,Baixo,181-365 dias,777153.8400000001,1272
MAT-01851,Balde PVC,Limpeza,Bloqueado,237,Baixo,181-365 dias,18427.64,4774
MAT-00349,Bota Aço,EPI,Ativo,237,Baixo,181-365 dias,344584.80000000005,1113
MAT-00754,Base em Plástico,Químico,Ativo,236,Baixo,181-365 dias,16985.760000000002,3217
MAT-00705,Porca M6 Cobre,Fixação,Ativo,236,Baixo,181-365 dias,17960.67,2709
MAT-02047,serra Cobre,Ferramentas,Ativo,236,Baixo,181-365 dias,1922.4,356
MAT-01055,Capacitor PVC,Eletrônico,Ativo,236,Baixo,181-365 dias,67318.2,2235
MAT-01691,Junta Alumínio,Peças,Bloqueado,236,Baixo,181-365 dias,321283.2,480
MAT-02640,Papel Cobre,Escritório,Bloqueado,236,Baixo,181-365 dias,3730.36,2084
MAT-00007,Máscara Latão,EPI,Bloqueado,236,Baixo,181-365 dias,11842.7,2185
MAT-01461,Prego Alumínio,Fixação,Bloqueado,235,Baixo,181-365 dias,5599.360000000001,673
MAT-01325,Papelão PVC,Embalagem,Ativo,235,Baixo,181-365 dias,20841.18,2131
MAT-02039,Resistor Latão,Eletrônico,Ativo,234,Baixo,181-365 dias,1897.3899999999999,367
MAT-00572,Serra Cobre,Ferramentas,Ativo,234,Baixo,181-365 dias,5130.4,1060
MAT-01602,Sensor Plástico,Eletrônico,Ativo,234,Baixo,181-365 dias,4041.6,4210
MAT-00610,Lâmpada Cobre,Elétrico,Bloqueado,234,Baixo,181-365 dias,9818.689999999999,3791
MAT-02387,Abraçadeira Plástico,Acessórios,Ativo,234,Baixo,181-365 dias,17236.170000000002,2289
MAT-00951,Filtro PVC,Pneumático,Ativo,233,Baixo,181-365 dias,65861.88,138
MAT-01619,Base Cobre,Químico,Ativo,233,Baixo,181-365 dias,382960.12,4226
MAT-06001,CABO 6MM² PVC,Elétrico,Inativo,233,Baixo,181-365 dias,2807169.970667658,1883
MAT-01087,Cabo 6mm² PVC,Elétrico,Inativo,233,Baixo,181-365 dias,2889388.18,1883
MAT-00630,Conexão Aço,Pneumático,Ativo,233,Baixo,181-365 dias,3630313.18,4238
MAT-01285,Módulo Aço,Eletrônico,Bloqueado,233,Baixo,181-365 dias,2301494.4000000004,4072
MAT-00606,Etiqueta Aço,Embalagem,Ativo,233,Baixo,181-365 dias,47195.719999999994,892
MAT-01413,Desinfetante Latão,Limpeza,Inativo,233,Baixo,181-365 dias,49321.43,4987
MAT-02655,Fita Inox,Embalagem,Ativo,233,Baixo,181-365 dias,139596.12,1203
MAT-01011,Caneta Alumínio,Escritório,Ativo,232,Baixo,181-365 dias,10074.4,2570
MAT-02046,Mangueira em Latão,Hidráulico,Ativo,232,Baixo,181-365 dias,0.0,3535
MAT-02279,Óleo Cobre,Lubrificante,Ativo,232,Baixo,181-365 dias,34245.4,610
MAT-00424,Caneta Plástico,Escritório,Ativo,232,Baixo,181-365 dias,214892.25000000003,2715
MAT-01264,Reagente PVC,Químico,Ativo,232,Baixo,181-365 dias,5851.92,1977
MAT-00631,Vassoura Cobre,Limpeza,Ativo,232,Baixo,181-365 dias,23285.800000000003,3460
MAT-00866,Filtro Aço,Pneumático,Inativo,231,Baixo,181-365 dias,3804.8999999999996,1153
MAT-00457,Grampeador Inox,Escritório,Ativo,231,Baixo,181-365 dias,3069.4,1490
MAT-01957,Pano Inox,Limpeza,Ativo,231,Baixo,181-365 dias,8132.72,1108
MAT-01512,Capacete Alumínio,EPI,Ativo,231,Baixo,181-365 dias,66287.18,3326
MAT-02354,Sensor Latão,Eletrônico,Ativo,230,Baixo,181-365 dias,44400.9,470
MAT-01488,Gancho Latão,Acessórios,Ativo,229,Baixo,181-365 dias,1243955.0,667
MAT-00467,Pano Alumínio,Limpeza,Ativo,229,Baixo,181-365 dias,405649.29000000004,4701
MAT-01833,Arruela Aço,Fixação,Ativo,229,Baixo,181-365 dias,230181.12,4176
MAT-02423,Presilha Inox,Acessórios,Bloqueado,228,Baixo,181-365 dias,11911.41,1533
MAT-02424,Bota Alumínio,EPI,Bloqueado,228,Baixo,181-365 dias,11283.25,4103
MAT-06001,Eixo Aço,Mecânico,Ativo,227,Baixo,181-365 dias,5407410.915261394,3088
MAT-01605,Válvula Aço,Hidráulico,Ativo,227,Baixo,181-365 dias,0.0,4557
MAT-01477,Eixo PVC,Mecânico,Ativo,227,Baixo,181-365 dias,76534.09,1759
MAT-02299,Graxa Latão,Lubrificante,Ativo,227,Baixo,181-365 dias,11981.66,1423
MAT-01938,Válvula Aço,Pneumático,Ativo,227,Baixo,181-365 dias,191824.18,1954
MAT-01193,Eixo Aço,Mecânico,Ativo,227,Baixo,181-365 dias,5545523.04,3088
MAT-00125,cabo 16mm² Inox,Elétrico,Inativo,226,Baixo,181-365 dias,282047.92,4642
MAT-02388,"Cabo 2,5mm² Alumínio",Elétrico,Ativo,226,Baixo,181-365 dias,358550.77999999997,203
MAT-06001,Máscara Cobre,EPI,Ativo,226,Baixo,181-365 dias,37133.7856198124,3433
MAT-01466,Plástico Plástico,Embalagem,Ativo,226,Baixo,181-365 dias,273046.68,3996
MAT-01946,Máscara Cobre,EPI,Ativo,226,Baixo,181-365 dias,38998.88,3433
MAT-01693,Válvula Inox,Hidráulico,Ativo,225,Baixo,181-365 dias,66.5,10
MAT-01707,Filtro Alumínio,Pneumático,Ativo,225,Baixo,181-365 dias,45841.880000000005,3242
MAT-02551,Interruptor PVC,Elétrico,Ativo,225,Baixo,181-365 dias,405949.2,223
MAT-02336,Serra Plástico,Ferramentas,Ativo,225,Baixo,181-365 dias,370.89,117
MAT-06001,SERRA PLÁSTICO,Ferramentas,Ativo,225,Baixo,181-365 dias,360.25078481671943,117
MAT-02895,Chave Aço,Ferramentas,Ativo,225,Baixo,181-365 dias,28290.309999999998,4903
MAT-00984,Balde Inox,Limpeza,Ativo,225,Baixo,181-365 dias,917896.3200000001,484
MAT-00856,Pasta Alumínio,Lubrificante,Inativo,225,Baixo,181-365 dias,333472.9,4570
MAT-02736,Serra Latão,Ferramentas,Ativo,224,Baixo,181-365 dias,0.0,207
MAT-06001,engrenagem PVC,Mecânico,Ativo,224,Baixo,181-365 dias,0.0,1205
MAT-06001,PLÁSTICO LATÃO,Embalagem,Inativo,224,Baixo,181-365 dias,1159.1602547246703,417
MAT-06001,Tomada Latão,Elétrico,Ativo,224,Baixo,181-365 dias,1301433.8845276623,1842
MAT-00784,engrenagem PVC,Mecânico,Ativo,224,Baixo,181-365 dias,2687.15,1205
MAT-00787,Plástico Latão,Embalagem,Inativo,224,Baixo,181-365 dias,1217.6399999999999,417
MAT-02441,Mangueira em Aço,Pneumático,Ativo,224,Baixo,181-365 dias,228249.2,3208
MAT-02457,Tomada Latão,Elétrico,Ativo,224,Baixo,181-365 dias,1304725.4400000002,1842
MAT-02824,Fluido Plástico,Lubrificante,Ativo,223,Baixo,181-365 dias,13221.9,1494
MAT-01257,Módulo Inox,Eletrônico,Ativo,223,Baixo,181-365 dias,752221.75,421
MAT-02898,Plástico Inox,Embalagem,Bloqueado,223,Baixo,181-365 dias,510.62,4642
MAT-01853,Papel Inox,Escritório,Ativo,223,Baixo,181-365 dias,46874.52,4788
MAT-00136,Papelão Cobre,Embalagem,Ativo,222,Baixo,181-365 dias,123397.76,1616
MAT-00150,Base Cobre,Químico,Ativo,222,Baixo,181-365 dias,154220.5,4865
MAT-02170,Vassoura Alumínio,Limpeza,Ativo,222,Baixo,181-365 dias,8435.88,2628
MAT-00041,Pasta Latão,Escritório,Ativo,222,Baixo,181-365 dias,71992.2,1220
MAT-00717,Clips Latão,Escritório,Ativo,222,Baixo,181-365 dias,55769.73,1069
MAT-02808,Arruela Inox,Fixação,Ativo,221,Baixo,181-365 dias,407940.16,4838
MAT-02759,Capacitor Plástico,Eletrônico,Inativo,221,Baixo,181-365 dias,883.1999999999999,2944
MAT-00851,Solvente Inox,Químico,Bloqueado,221,Baixo,181-365 dias,12742.4,3520
MAT-02910,Ácido Latão,Químico,Ativo,220,Baixo,181-365 dias,13966.560000000001,2196
MAT-00236,Plástico Inox,Embalagem,Ativo,220,Baixo,181-365 dias,2363058.9,1557
MAT-00245,Prego Latão,Fixação,Ativo,220,Baixo,181-365 dias,76536.20999999999,3193
MAT-00070,Balde Aço,Limpeza,Ativo,220,Baixo,181-365 dias,3153.33,1377
MAT-00215,Mangueira Inox,Pneumático,Bloqueado,219,Baixo,181-365 dias,930651.2999999999,2070
MAT-02409,Válvula Latão,Pneumático,Inativo,219,Baixo,181-365 dias,41561.659999999996,4298
MAT-01442,Clips Alumínio,Escritório,Ativo,219,Baixo,181-365 dias,1037937.25,2219
MAT-02866,Filtro Inox,Pneumático,Ativo,219,Baixo,181-365 dias,7327.68,816
MAT-02554,Clipe Inox,Acessórios,Bloqueado,219,Baixo,181-365 dias,5632.88,3256
MAT-00293,Pano PVC,Limpeza,Ativo,218,Baixo,181-365 dias,7068448.06,3814
MAT-02379,abraçadeira Plástico,Acessórios,Ativo,218,Baixo,181-365 dias,3600.88,437
MAT-00329,Capacitor Cobre,Eletrônico,Ativo,218,Baixo,181-365 dias,8792.08,1133
MAT-00129,Caneta Inox,Escritório,Ativo,218,Baixo,181-365 dias,55856.4,3560
MAT-01865,Clips Cobre,Escritório,Ativo,218,Baixo,181-365 dias,2348.4,40
MAT-00614,Cilindro Inox,Pneumático,Ativo,217,Baixo,181-365 dias,20617.72,2908
MAT-01115,Rebite Plástico,Fixação,Ativo,217,Baixo,181-365 dias,16393.32,2118
MAT-01662,Chave Latão,Ferramentas,Ativo,217,Baixo,181-365 dias,2338.38,2362
MAT-02201,Registro Plástico,Hidráulico,Ativo,217,Baixo,181-365 dias,82005.12,46
MAT-01650,Óculos PVC,EPI,Ativo,217,Baixo,181-365 dias,0.0,4719
MAT-00700,Rolamento Alumínio,Peças,Ativo,217,Baixo,181-365 dias,1728.09,1477
MAT-02163,Mangueira Aço,Hidráulico,Ativo,217,Baixo,181-365 dias,112680.0,3000
MAT-01390,Interruptor Latão,Elétrico,Bloqueado,216,Baixo,181-365 dias,15349.5,4050
MAT-01716,Resistor Cobre,Eletrônico,Inativo,216,Baixo,181-365 dias,11674.08,2948
MAT-06001,Resistor Cobre,Eletrônico,Inativo,216,Baixo,181-365 dias,11262.936103060778,2948
MAT-02833,Rebite Inox,Fixação,Inativo,216,Baixo,181-365 dias,221185.69999999998,2930
MAT-00616,Capacitor Aço,Eletrônico,Ativo,215,Baixo,181-365 dias,1664166.3,2078
MAT-01108,Rolamento em Aço,Mecânico,Ativo,215,Baixo,181-365 dias,16386.48,792
MAT-01574,"Tubo 1"" PVC",Hidráulico,Ativo,215,Baixo,181-365 dias,110701.45000000001,815
MAT-02541,Conexão Cobre,Hidráulico,Ativo,214,Baixo,181-365 dias,12677.38,2339
MAT-00637,Pasta Aço,Escritório,Ativo,214,Baixo,181-365 dias,14872.5,2250
MAT-02882,Arruela Aço,Fixação,Bloqueado,214,Baixo,181-365 dias,18033.6,4080
MAT-02021,Filtro Plástico,Pneumático,Ativo,214,Baixo,181-365 dias,92132.0,3100
MAT-01848,Máscara Inox,EPI,Ativo,214,Baixo,181-365 dias,1342832.4,2730
MAT-06001,Clipe Latão,Acessórios,Ativo,213,Baixo,181-365 dias,207971.4864168572,2682
MAT-02636,Válvula Inox,Hidráulico,Inativo,213,Baixo,181-365 dias,217225.19999999998,3768
MAT-00351,Bucha Aço,Mecânico,Ativo,213,Baixo,181-365 dias,5417316.86,2774
MAT-00624,Interruptor PVC,Elétrico,Bloqueado,213,Baixo,181-365 dias,1040019.93,1333
MAT-01753,Clipe Latão,Acessórios,Ativo,213,Baixo,181-365 dias,199809.0,2682
