codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-02845,Interruptor Inox,Elétrico,3315,3246,-69,-2.08,-3988.8900000000003,97.92,B,191640.15,187651.26
MAT-01728,Etiqueta Aço,Embalagem,192,188,-4,-2.08,-39.84,97.92,B,1912.3200000000002,1872.4800000000002
MAT-06001,PLÁSTICO INOX,Embalagem,4578,4483,-95,-2.08,-3267.2986660917973,97.92,B,157449.4030880868,154182.10442199503
MAT-01852,Rebite Aço,Fixação,2071,2114,43,2.08,0.0,97.92,B,0.0,0.0
MAT-01404,Tomada Cobre,Elétrico,1541,1509,-32,-2.08,-2151.68,97.92,B,103616.84,101465.15999999999
MAT-00996,Pasta Inox,Lubrificante,3030,2967,-63,-2.08,-47387.97,97.92,B,2279135.7,2231747.73
MAT-01441,Solvente Aço,Químico,1011,1032,21,2.08,30.029999999999998,97.92,B,1445.73,1475.76
MAT-06001,Máscara Cobre,EPI,3433,3362,-71,-2.07,-767.9868275580193,97.93,B,37133.7856198124,36365.798792254376
MAT-01773,cabo 10mm² PVC,Elétrico,2074,2031,-43,-2.07,-24832.07,97.93,B,1197714.26,1172882.19
MAT-01834,Óleo Inox,Lubrificante,2613,2559,-54,-2.07,-2894.4,97.93,B,140056.80000000002,137162.4
MAT-01486,Fluido Inox,Lubrificante,677,663,-14,-2.07,-23722.58,97.93,B,1147156.19,1123433.61
MAT-02035,Conexão PVC,Hidráulico,4059,4143,84,2.07,584.64,97.93,B,28250.64,28835.28
MAT-01407,Prego PVC,Fixação,966,946,-20,-2.07,-187.8,97.93,B,9070.74,8882.94
MAT-02079,Lâmpada Alumínio,Elétrico,1499,1530,31,2.07,2273.54,97.93,B,109936.66,112210.20000000001
MAT-02378,Retentor Latão,Peças,145,148,3,2.07,234.09,97.93,B,11314.35,11548.44
MAT-01611,Bota Latão,EPI,724,709,-15,-2.07,-0.0,97.93,B,0.0,0.0
MAT-02565,Plástico Inox,Embalagem,1446,1476,30,2.07,88.8,97.93,B,4280.16,4368.96
MAT-02504,Eixo Latão,Mecânico,3253,3320,67,2.06,2543.32,97.94,B,123483.88,126027.2
MAT-06001,Chave Inox,Ferramentas,2136,2180,44,2.06,1471.519789557462,97.94,B,71435.5970566986,72907.11684625607
MAT-02475,Gancho PVC,Acessórios,2140,2184,44,2.06,372.24,97.94,B,18104.4,18476.640000000003
MAT-02685,Eixo Inox,Mecânico,1021,1000,-21,-2.06,-33172.02,97.94,B,1612792.0199999998,1579620.0
MAT-02000,Registro em PVC,Hidráulico,2762,2705,-57,-2.06,-14053.35,97.94,B,680971.1,666917.75
MAT-01950,Desinfetante Alumínio,Limpeza,3255,3322,67,2.06,1647.53,97.94,B,80040.45,81687.98
MAT-01809,Capacitor Alumínio,Eletrônico,2617,2671,54,2.06,2635.2,97.94,B,127709.59999999999,130344.79999999999
MAT-02802,Conexão PVC,Hidráulico,583,571,-12,-2.06,-98.39999999999999,97.94,B,4780.599999999999,4682.2
MAT-01238,Sensor Latão,Eletrônico,584,596,12,2.05,182.04,97.95,B,8859.28,9041.32
MAT-02364,Mangueira Alumínio,Pneumático,3809,3887,78,2.05,23944.440000000002,97.95,B,1169286.82,1193231.26
MAT-00881,Anel Plástico,Peças,2685,2740,55,2.05,1082.4,97.95,B,52840.799999999996,53923.2
MAT-00334,Disjuntor Inox,Elétrico,3611,3537,-74,-2.05,-428.46,97.95,B,20907.69,20479.23
MAT-02327,Óleo Alumínio,Lubrificante,1947,1987,40,2.05,77.6,97.95,B,3777.18,3854.7799999999997
MAT-01064,Vassoura Latão,Limpeza,1509,1478,-31,-2.05,-238.70000000000002,97.95,B,11619.300000000001,11380.6
MAT-02413,Retentor Plástico,Peças,4782,4684,-98,-2.05,-240.10000000000002,97.95,B,11715.900000000001,11475.800000000001
MAT-00514,Rolamento Alumínio,Mecânico,3907,3987,80,2.05,129002.4,97.95,B,6300154.71,6429157.11
MAT-00949,Cabo 16mm² Aço,Elétrico,244,239,-5,-2.05,-70.4,97.95,B,3435.52,3365.12
MAT-01329,Porca M16 Cobre,Fixação,1179,1203,24,2.04,1440.0,97.96,B,70740.0,72180.0
MAT-01335,Papelão PVC,Embalagem,98,96,-2,-2.04,-2572.96,97.96,B,126075.04000000001,123502.08
MAT-06001,Fluido Cobre,Lubrificante,3535,3463,-72,-2.04,-587.9582561445762,97.96,B,28867.117159320514,28279.15890317594
MAT-02453,Capacete PVC,EPI,1565,1533,-32,-2.04,-14259.84,97.96,B,697395.3,683135.46
MAT-00937,Parafuso M10 Inox,Fixação,4123,4207,84,2.04,153751.08,97.96,B,7546615.51,7700366.59
MAT-06001,TOMADA PVC,Elétrico,4356,4445,89,2.04,590.614973771123,97.96,B,28906.953098281032,29497.568072052156
MAT-00990,Resistor PVC,Eletrônico,3534,3606,72,2.04,954.72,97.96,B,46860.84,47815.56
MAT-06001,Óculos Plástico,EPI,4112,4196,84,2.04,55.130258692669486,97.96,B,2698.7574255268682,2753.8876842195377
MAT-06001,Graxa Latão,Lubrificante,3536,3464,-72,-2.04,-285.08492492542035,97.96,B,14000.837424115087,13715.752499189668
MAT-00544,Plástico Inox,Embalagem,2554,2502,-52,-2.04,-166.4,97.96,B,8172.8,8006.400000000001
MAT-01186,Óleo em Plástico,Lubrificante,2257,2303,46,2.04,217.11999999999998,97.96,B,10653.039999999999,10870.16
MAT-02771,Spray em Inox,Lubrificante,2363,2315,-48,-2.03,-3904.7999999999997,97.97,B,192230.05,188325.25
MAT-00573,Suporte Latão,Acessórios,148,151,3,2.03,25.86,97.97,B,1275.76,1301.62
MAT-01791,Rolamento Cobre,Peças,4092,4175,83,2.03,825.8499999999999,97.97,B,40715.399999999994,41541.25
MAT-02955,Máscara Latão,EPI,4098,4015,-83,-2.03,-45553.72,97.97,B,2249146.3200000003,2203592.6
MAT-01082,"Tubo 2"" PVC",Hidráulico,3603,3676,73,2.03,108.03999999999999,97.97,B,5332.44,5440.48
MAT-01827,Vedação Latão,Peças,1924,1885,-39,-2.03,-14.04,97.97,B,692.64,678.6
MAT-02808,Arruela Inox,Fixação,4838,4936,98,2.03,8263.359999999999,97.97,B,407940.16,416203.51999999996
MAT-00177,Luva XG Latão,EPI,4641,4547,-94,-2.03,-36126.08,97.97,B,1783629.1199999999,1747503.04
MAT-00231,Presilha Aço,Acessórios,3148,3084,-64,-2.03,-10991.36,97.97,B,540637.52,529646.16
MAT-02325,Ácido Inox,Químico,1870,1832,-38,-2.03,-22895.0,97.97,B,1126675.0,1103780.0
MAT-00262,Spray Alumínio,Lubrificante,1278,1304,26,2.03,25342.2,97.97,B,1245666.6,1271008.8
MAT-02819,Clipe em Plástico,Acessórios,4193,4278,85,2.03,753.9499999999999,97.97,B,37191.909999999996,37945.85999999999
MAT-00253,Lâmpada Aço,Elétrico,3893,3814,-79,-2.03,-14203.41,97.97,B,699922.47,685719.0599999999
MAT-02442,Anel Inox,Peças,148,145,-3,-2.03,-1736.73,97.97,B,85678.68,83941.95
MAT-01565,Suporte Inox,Acessórios,2182,2226,44,2.02,11.440000000000001,97.98,B,567.32,578.76
MAT-01468,Tomada Cobre,Elétrico,2473,2423,-50,-2.02,-1572.5,97.98,B,77775.84999999999,76203.34999999999
MAT-02734,fita Inox,Embalagem,692,706,14,2.02,53.9,97.98,B,2664.2000000000003,2718.1
MAT-00365,Luva XG PVC,EPI,1187,1163,-24,-2.02,-211.44,97.98,B,10457.470000000001,10246.03
MAT-00724,Cilindro Plástico,Pneumático,4168,4252,84,2.02,767.76,97.98,B,38095.520000000004,38863.28
MAT-00890,Pasta Alumínio,Lubrificante,2867,2925,58,2.02,25709.079999999998,97.98,B,1270826.42,1296535.5
MAT-06001,PANO PLÁSTICO,Limpeza,1636,1603,-33,-2.02,-3068.7312340807084,97.98,B,152134.6757259406,149065.94449185987
MAT-02839,Porca M10 Inox,Fixação,3813,3736,-77,-2.02,-114.73,97.98,B,5681.37,5566.64
MAT-00069,Chave Plástico,Ferramentas,3421,3490,69,2.02,398.82,97.98,B,19773.38,20172.2
MAT-00072,Pasta Alumínio,Escritório,3020,2959,-61,-2.02,-816.1800000000001,97.98,B,40407.600000000006,39591.420000000006
MAT-06001,VÁLVULA AÇO,Pneumático,2968,3028,60,2.02,19494.72548652789,97.98,B,964339.0874002463,983833.8128867742
MAT-06001,Cilindro PVC,Pneumático,1980,2020,40,2.02,2942.1176183450507,97.98,B,145634.82210808,148576.93972642507
MAT-00701,Óleo Cobre,Lubrificante,4020,3939,-81,-2.01,-1840.32,97.99,B,91334.4,89494.08
MAT-00576,Spray Latão,Lubrificante,4435,4524,89,2.01,290.14,97.99,B,14458.099999999999,14748.24
MAT-02189,Detergente Latão,Limpeza,1441,1470,29,2.01,101.5,97.99,B,5043.5,5145.0
MAT-02492,Prego PVC,Fixação,3631,3704,73,2.01,587.6500000000001,97.99,B,29229.550000000003,29817.200000000004
MAT-00622,LED PVC,Eletrônico,1396,1424,28,2.01,1870.1200000000001,97.99,B,93238.84000000001,95108.96
MAT-02719,Lâmpada Latão,Elétrico,1797,1833,36,2.0,69903.72,98.0,A,3489360.69,3559264.41
MAT-06001,VÁLVULA EM PVC,Hidráulico,2694,2640,-54,-2.0,-74110.93832924681,98.0,A,3697312.367759091,3623201.429429844
MAT-01196,"Tubo 3/4"" Aço",Hidráulico,4452,4363,-89,-2.0,-8107.9,98.0,A,405577.19999999995,397469.3
MAT-02414,Porca M8 Latão,Fixação,2854,2797,-57,-2.0,-3260.4,98.0,A,163248.80000000002,159988.4
MAT-02365,Abraçadeira Alumínio,Acessórios,3156,3093,-63,-2.0,-228.06,98.0,A,11424.720000000001,11196.66
MAT-01861,Rolamento Inox,Peças,701,715,14,2.0,39.48,98.0,A,1976.82,2016.3
MAT-01503,Cilindro Plástico,Pneumático,3858,3935,77,2.0,393.47,98.0,A,19714.38,20107.850000000002
MAT-02328,"Tubo 1"" Inox",Hidráulico,4600,4508,-92,-2.0,-742.44,98.0,A,37122.0,36379.56
MAT-01334,Cilindro Aço,Pneumático,3153,3090,-63,-2.0,-2606.31,98.0,A,130439.60999999999,127833.29999999999
MAT-00786,módulo Plástico,Eletrônico,4151,4068,-83,-2.0,-2275.03,98.0,A,113778.91,111503.88
MAT-01445,Solvente PVC,Químico,2707,2761,54,1.99,318.06,98.01,A,15944.23,16262.289999999999
MAT-00066,capacitor Latão,Eletrônico,251,246,-5,-1.99,-6515.15,98.01,A,327060.52999999997,320545.38
MAT-01088,Desinfetante Alumínio,Limpeza,2208,2252,44,1.99,226.16,98.01,A,11349.119999999999,11575.279999999999
MAT-01880,Engrenagem Plástico,Mecânico,4097,4178,81,1.98,108.54,98.02,A,5489.9800000000005,5598.52
MAT-01623,Módulo PVC,Eletrônico,2428,2380,-48,-1.98,-2350.56,98.02,A,118899.16,116548.59999999999
MAT-06001,FLUIDO ALUMÍNIO,Lubrificante,4905,5002,97,1.98,154.36056723775343,98.02,A,7805.552394857531,7959.9129620952845
MAT-01735,Interruptor Latão,Elétrico,2872,2815,-57,-1.98,-437.76,98.02,A,22056.96,21619.2
MAT-01810,Lâmpada Inox,Elétrico,2319,2273,-46,-1.98,-51.52,98.02,A,2597.28,2545.76
MAT-00159,Correia Inox,Mecânico,2672,2619,-53,-1.98,-211.47,98.02,A,10661.28,10449.810000000001
MAT-02052,Anel Aço,Peças,3544,3474,-70,-1.98,-186.9,98.02,A,9462.48,9275.58
MAT-02210,Rolamento em Cobre,Mecânico,2641,2589,-52,-1.97,-408.72,98.03,A,20758.260000000002,20349.54
MAT-02265,Presilha Alumínio,Acessórios,1374,1347,-27,-1.97,-0.0,98.03,A,0.0,0.0
MAT-02557,Caneta Plástico,Escritório,456,465,9,1.97,51.75,98.03,A,2622.0,2673.75
MAT-02332,Eixo Inox,Mecânico,4465,4553,88,1.97,165858.88,98.03,A,8415453.4,8581312.28
MAT-00515,Máscara Cobre,EPI,2382,2429,47,1.97,1025.07,98.03,A,51951.42,52976.49
MAT-01796,Disjuntor Latão,Elétrico,2082,2041,-41,-1.97,-33699.54,98.03,A,1711279.08,1677579.54
MAT-02937,desinfetante Plástico,Limpeza,4974,5072,98,1.97,169288.14,98.03,A,8592236.82,8761524.96
MAT-00553,Presilha Alumínio,Acessórios,4260,4176,-84,-1.97,-1150.8,98.03,A,58362.0,57211.2
MAT-00088,Bota PVC,EPI,1524,1494,-30,-1.97,-0.0,98.03,A,0.0,0.0
MAT-02198,Etiqueta em Aço,Embalagem,460,469,9,1.96,23.04,98.04,A,1177.6000000000001,1200.64
MAT-02158,Correia Plástico,Mecânico,815,799,-16,-1.96,-480.48,98.04,A,24474.45,23993.97
MAT-01328,Disjuntor PVC,Elétrico,51,50,-1,-1.96,-8.58,98.04,A,437.58,429.0
MAT-00443,Engrenagem Plástico,Mecânico,2045,2005,-40,-1.96,-307.6,98.04,A,15726.050000000001,15418.45
MAT-02882,Arruela Aço,Fixação,4080,4000,-80,-1.96,-353.6,98.04,A,18033.6,17680.0
MAT-00345,Clipe Latão,Acessórios,971,952,-19,-1.96,-7.22,98.04,A,368.98,361.76
MAT-00406,Bucha PVC,Mecânico,1377,1404,27,1.96,7795.710000000001,98.04,A,397581.21,405376.92000000004
MAT-01076,Módulo PVC,Eletrônico,4852,4757,-95,-1.96,-706.8000000000001,98.04,A,36098.880000000005,35392.08
MAT-02834,Válvula Latão,Hidráulico,2039,2079,40,1.96,116.0,98.04,A,5913.099999999999,6029.099999999999
MAT-00698,Correia PVC,Mecânico,4291,4375,84,1.96,6523.44,98.04,A,333239.06,339762.5
MAT-02840,Vedação Aço,Peças,4600,4510,-90,-1.96,-148.5,98.04,A,7590.0,7441.5
MAT-00548,Filtro Cobre,Pneumático,2197,2154,-43,-1.96,-1280.97,98.04,A,65448.63,64167.659999999996
MAT-06001,SUPORTE PVC,Acessórios,4581,4491,-90,-1.96,-129641.93014391446,98.04,A,6598774.244325246,6469132.314181332
MAT-01127,Reagente Aço,Químico,4194,4276,82,1.96,4897.86,98.04,A,250507.62,255405.47999999998
MAT-06001,Fluido PVC,Lubrificante,972,991,19,1.95,1242.6456610718947,98.05,A,63571.13592430955,64813.781585381446
MAT-00723,Válvula Plástico,Pneumático,3073,3013,-60,-1.95,-166.79999999999998,98.05,A,8542.939999999999,8376.14
MAT-00194,Lâmpada Aço,Elétrico,3741,3668,-73,-1.95,-473.04,98.05,A,24241.68,23768.640000000003
MAT-01937,Resistor Aço,Eletrônico,616,628,12,1.95,1180.08,98.05,A,60577.44,61757.520000000004
MAT-00202,etiqueta Alumínio,Embalagem,3545,3614,69,1.95,40.019999999999996,98.05,A,2056.1,2096.12
MAT-00361,Suporte Alumínio,Acessórios,2459,2411,-48,-1.95,-18523.199999999997,98.05,A,948928.1,930404.8999999999
MAT-00257,LED Aço,Eletrônico,256,261,5,1.95,6.8999999999999995,98.05,A,353.28,360.17999999999995
MAT-02631,Plástico Inox,Embalagem,4661,4752,91,1.95,380.38,98.05,A,19482.98,19863.359999999997
MAT-02975,Óleo Inox,Lubrificante,4415,4501,86,1.95,7080.38,98.05,A,363486.95,370567.33
MAT-00129,Caneta Inox,Escritório,3560,3629,69,1.94,1082.61,98.06,A,55856.4,56939.009999999995
MAT-00120,Plástico PVC,Embalagem,4018,3940,-78,-1.94,-503.1,98.06,A,25916.100000000002,25413.0
MAT-01699,caixa Inox,Embalagem,670,683,13,1.94,9.49,98.06,A,489.09999999999997,498.59
MAT-02985,Spray Cobre,Lubrificante,3916,3992,76,1.94,1657.56,98.06,A,85407.95999999999,87065.51999999999
MAT-01069,pasta Latão,Escritório,2423,2470,47,1.94,401.85,98.06,A,20716.65,21118.5
MAT-02272,Vedação Inox,Peças,103,101,-2,-1.94,-170.36,98.06,A,8773.54,8603.18
MAT-00821,Filtro Latão,Pneumático,877,894,17,1.94,20019.199999999997,98.06,A,1032755.2,1052774.4
MAT-06001,Fluido Inox,Lubrificante,4066,4145,79,1.94,0.0,98.06,A,0.0,0.0
MAT-02221,Gancho PVC,Acessórios,2316,2361,45,1.94,4.5,98.06,A,231.60000000000002,236.10000000000002
MAT-01948,LED Inox,Eletrônico,3712,3784,72,1.94,342.71999999999997,98.06,A,17669.12,18011.84
MAT-01966,gancho Cobre,Acessórios,2937,2880,-57,-1.94,-45.6,98.06,A,2349.6,2304.0
MAT-00434,Pano em Cobre,Limpeza,3304,3240,-64,-1.94,-3091.84,98.06,A,159616.24000000002,156524.4
MAT-02772,Tomada Inox,Elétrico,2782,2836,54,1.94,503.82,98.06,A,25956.06,26459.88
MAT-01803,Conexão Latão,Pneumático,2280,2236,-44,-1.93,-1204.28,98.07,A,62403.600000000006,61199.32
MAT-01077,Capacete Cobre,EPI,2688,2740,52,1.93,243.35999999999999,98.07,A,12579.84,12823.199999999999
MAT-02289,Rebite Cobre,Fixação,362,355,-7,-1.93,-50.61,98.07,A,2617.26,2566.65
MAT-02605,Cabo 4mm² Aço,Elétrico,3670,3599,-71,-1.93,-53177.58,98.07,A,2748756.6,2695579.02
MAT-02736,Serra Latão,Ferramentas,207,203,-4,-1.93,-0.0,98.07,A,0.0,0.0
MAT-06001,CORREIA COBRE,Mecânico,1866,1902,36,1.93,356.8344419644711,98.07,A,18495.91857515842,18852.75301712289
MAT-02440,Detergente Aço,Limpeza,1658,1690,32,1.93,0.0,98.07,A,0.0,0.0
MAT-01909,Plástico Plástico,Embalagem,3526,3594,68,1.93,2218.84,98.07,A,115053.38,117272.22000000002
MAT-00254,Capacitor Cobre,Eletrônico,4574,4662,88,1.92,47703.04,98.08,A,2479473.9200000004,2527176.96
MAT-02703,Catalisador Latão,Químico,208,212,4,1.92,339.24,98.08,A,17640.48,17979.72
MAT-00386,Válvula Plástico,Pneumático,3647,3717,70,1.92,27272.0,98.08,A,1420871.2000000002,1448143.2000000002
MAT-01936,Fluido Inox,Lubrificante,4105,4026,-79,-1.92,-4961.2,98.08,A,257794.0,252832.8
MAT-02098,Rolamento PVC,Mecânico,991,972,-19,-1.92,-81.88999999999999,98.08,A,4271.21,4189.32
MAT-02995,Rebite Latão,Fixação,1823,1858,35,1.92,318.15,98.08,A,16571.07,16889.22
MAT-02012,Capacitor Latão,Eletrônico,1455,1483,28,1.92,421.12,98.08,A,21883.199999999997,22304.32
MAT-01119,Bota PVC,EPI,1716,1683,-33,-1.92,-2896.41,98.08,A,150613.32,147716.91
MAT-01781,luva XG Plástico,EPI,681,694,13,1.91,126.36000000000001,98.09,A,6619.320000000001,6745.68
MAT-01476,Martelo Inox,Ferramentas,1363,1389,26,1.91,33555.08,98.09,A,1759060.5399999998,1792615.6199999999
MAT-01566,Tomada Alumínio,Elétrico,2617,2667,50,1.91,91.5,98.09,A,4789.110000000001,4880.610000000001
MAT-02172,Rebite Cobre,Fixação,1988,2026,38,1.91,228.38,98.09,A,11947.88,12176.26
MAT-02753,Detergente Alumínio,Limpeza,4494,4408,-86,-1.91,-7721.08,98.09,A,403471.32,395750.24
MAT-02297,Grampeador Inox,Escritório,2458,2411,-47,-1.91,-182.83,98.09,A,9561.62,9378.79
MAT-02646,Correia Plástico,Mecânico,4562,4475,-87,-1.91,-588.99,98.09,A,30884.739999999998,30295.749999999996
MAT-00008,Retentor Alumínio,Peças,4344,4261,-83,-1.91,-451.52000000000004,98.09,A,23631.36,23179.84
MAT-02354,Sensor Latão,Eletrônico,470,461,-9,-1.91,-850.23,98.09,A,44400.9,43550.67
MAT-02185,Filtro PVC,Pneumático,3197,3136,-61,-1.91,-401.38,98.09,A,21036.260000000002,20634.88
MAT-02409,Válvula Latão,Pneumático,4298,4380,82,1.91,792.9399999999999,98.09,A,41561.659999999996,42354.6
MAT-02304,Correia Inox,Mecânico,262,257,-5,-1.91,-6793.8,98.09,A,355995.12,349201.32
MAT-00583,Detergente Alumínio,Limpeza,2108,2148,40,1.9,396.8,98.1,A,20911.36,21308.16
MAT-02180,Abraçadeira Cobre,Acessórios,4049,3972,-77,-1.9,-618.31,98.1,A,32513.469999999998,31895.159999999996
MAT-00549,Máscara Plástico,EPI,1365,1339,-26,-1.9,-36263.24,98.1,A,1903820.1,1867556.86
MAT-00904,Rolamento Inox,Peças,2941,2885,-56,-1.9,-25896.64,98.1,A,1360036.04,1334139.4
MAT-06001,BUCHA ALUMÍNIO,Mecânico,2893,2838,-55,-1.9,-55.95458027689315,98.1,A,2943.2109225645795,2887.256342287686
MAT-00084,ácido Latão,Químico,1634,1603,-31,-1.9,-432.14,98.1,A,22777.96,22345.82
MAT-00620,Detergente Aço,Limpeza,4842,4750,-92,-1.9,-178.48,98.1,A,9393.48,9215.0
MAT-00657,Desinfetante PVC,Limpeza,4998,5093,95,1.9,811.3,98.1,A,42682.92,43494.219999999994
MAT-02108,Pano Plástico,Limpeza,1845,1880,35,1.9,322.35,98.1,A,16992.45,17314.800000000003
MAT-01492,Ácido Latão,Químico,2371,2416,45,1.9,3918.6,98.1,A,206466.68,210385.28
MAT-01871,mangueira Aço,Hidráulico,1264,1288,24,1.9,237.36,98.1,A,12500.960000000001,12738.320000000002
MAT-00127,Alicate Latão,Ferramentas,1263,1239,-24,-1.9,-9432.48,98.1,A,496384.25999999995,486951.77999999997
MAT-01641,Reagente Plástico,Químico,1052,1032,-20,-1.9,-11090.2,98.1,A,583344.52,572254.32
MAT-00366,Mangueira Latão,Pneumático,3182,3242,60,1.89,515.4,98.11,A,27333.38,27848.78
MAT-01216,Módulo Alumínio,Eletrônico,741,755,14,1.89,32.620000000000005,98.11,A,1726.53,1759.15
MAT-02588,Pasta Cobre,Lubrificante,4971,5065,94,1.89,0.0,98.11,A,0.0,0.0
MAT-00247,Pasta PVC,Lubrificante,4287,4206,-81,-1.89,-9724.86,98.11,A,514697.22000000003,504972.36
MAT-00926,Registro Latão,Hidráulico,4912,5005,93,1.89,7253.07,98.11,A,383086.87999999995,390339.94999999995
MAT-00059,Graxa Inox,Lubrificante,1697,1665,-32,-1.89,-49721.6,98.11,A,2636798.6,2587077.0
MAT-02288,Caneta PVC,Escritório,2862,2808,-54,-1.89,-26383.32,98.11,A,1398315.96,1371932.64
MAT-02817,Registro Latão,Hidráulico,3438,3373,-65,-1.89,-386.75,98.11,A,20456.100000000002,20069.350000000002
MAT-01044,Rolamento Aço,Mecânico,4401,4318,-83,-1.89,-224.10000000000002,98.11,A,11882.7,11658.6
MAT-00842,Retentor Alumínio,Peças,1850,1885,35,1.89,321.65,98.11,A,17001.5,17323.149999999998
MAT-01426,Capacitor Cobre,Eletrônico,264,259,-5,-1.89,-3.4000000000000004,98.11,A,179.52,176.12
MAT-01862,Rolamento Aço,Mecânico,3912,3838,-74,-1.89,-0.0,98.11,A,0.0,0.0
MAT-01104,Vedação Inox,Peças,320,326,6,1.88,16.68,98.12,A,889.5999999999999,906.28
MAT-02013,Óleo Cobre,Lubrificante,1383,1409,26,1.88,99.06,98.12,A,5269.2300000000005,5368.29
MAT-01638,Arruela Cobre,Fixação,1380,1406,26,1.88,26.26,98.12,A,1393.8,1420.06
MAT-02894,Cabo 16mm² Alumínio,Elétrico,2020,2058,38,1.88,25.080000000000002,98.12,A,1333.2,1358.28
MAT-02115,Spray Inox,Lubrificante,4097,4020,-77,-1.88,-527.4499999999999,98.12,A,28064.449999999997,27537.0
MAT-02387,Abraçadeira Plástico,Acessórios,2289,2332,43,1.88,323.79,98.12,A,17236.170000000002,17559.96
MAT-01898,Pano Inox,Limpeza,1230,1207,-23,-1.87,-107.87,98.13,A,5768.700000000001,5660.830000000001
MAT-00428,Mangueira Latão,Hidráulico,4171,4093,-78,-1.87,-65318.759999999995,98.13,A,3492878.82,3427560.06
MAT-01757,Retentor Latão,Peças,2457,2503,46,1.87,3672.6400000000003,98.13,A,196166.88,199839.52000000002
MAT-02402,Junta Alumínio,Peças,3904,3831,-73,-1.87,-1899.46,98.13,A,101582.08,99682.62
MAT-01689,Máscara Inox,EPI,1227,1204,-23,-1.87,-16431.2,98.13,A,876568.7999999999,860137.6
MAT-06001,Resistor Cobre,Eletrônico,2948,2893,-55,-1.87,-210.12940490785036,98.13,A,11262.936103060778,11052.806698152928
MAT-00495,Tomada Cobre,Elétrico,1558,1587,29,1.86,34096.17,98.14,A,1831787.34,1865883.51
MAT-02320,Resistor Alumínio,Eletrônico,1181,1203,22,1.86,28.380000000000003,98.14,A,1523.49,1551.8700000000001
MAT-00369,Pasta Plástico,Lubrificante,2683,2733,50,1.86,3593.5,98.14,A,192827.21000000002,196420.71000000002
MAT-00136,Papelão Cobre,Embalagem,1616,1646,30,1.86,2290.8,98.14,A,123397.76,125688.56
MAT-01667,Vassoura Plástico,Limpeza,1665,1634,-31,-1.86,-113.77,98.14,A,6110.55,5996.78
MAT-02435,Mangueira Aço,Hidráulico,3003,3059,56,1.86,120.96000000000001,98.14,A,6486.4800000000005,6607.4400000000005
MAT-02428,Papelão PVC,Embalagem,4468,4385,-83,-1.86,-7028.4400000000005,98.14,A,378350.24000000005,371321.80000000005
MAT-01400,Cilindro Latão,Pneumático,1987,1950,-37,-1.86,-309.32,98.14,A,16611.32,16301.999999999998
MAT-02112,Desinfetante Alumínio,Limpeza,3349,3411,62,1.85,2436.6,98.15,A,131615.69999999998,134052.3
MAT-00036,Etiqueta PVC,Embalagem,2219,2178,-41,-1.85,-3003.6600000000003,98.15,A,162563.94,159560.28
MAT-02457,Tomada Latão,Elétrico,1842,1808,-34,-1.85,-24082.88,98.15,A,1304725.4400000002,1280642.56
MAT-01156,correia Cobre,Mecânico,216,220,4,1.85,315.92,98.15,A,17059.68,17375.600000000002
MAT-01266,Graxa Cobre,Lubrificante,324,330,6,1.85,377.70000000000005,98.15,A,20395.8,20773.5
MAT-02810,Rebite Cobre,Fixação,1300,1276,-24,-1.85,-24097.920000000002,98.15,A,1305304.0,1281206.08
MAT-02089,Detergente Plástico,Limpeza,3570,3636,66,1.85,158.4,98.15,A,8568.0,8726.4
MAT-00732,Lâmpada PVC,Elétrico,3564,3498,-66,-1.85,-332.64,98.15,A,17962.56,17629.920000000002
MAT-00562,Cabo 4mm² Inox,Elétrico,4478,4561,83,1.85,125260.28000000001,98.15,A,6758018.48,6883278.760000001
MAT-02902,Módulo Aço,Eletrônico,1240,1263,23,1.85,1629.55,98.15,A,87854.0,89483.54999999999
MAT-02007,Abraçadeira Plástico,Acessórios,4539,4455,-84,-1.85,-964.32,98.15,A,52107.72,51143.4
MAT-00947,"Tubo 2"" Latão",Hidráulico,1082,1062,-20,-1.85,-36.6,98.15,A,1980.0600000000002,1943.46
MAT-01394,Catalisador Aço,Químico,2701,2651,-50,-1.85,-759.5,98.15,A,41028.189999999995,40268.689999999995
MAT-00869,Módulo Latão,Eletrônico,4461,4379,-82,-1.84,-6006.5,98.16,A,326768.25,320761.75
MAT-00259,"Tubo 3/4"" Aço",Hidráulico,4669,4755,86,1.84,115934.01999999999,98.16,A,6294138.83,6410072.85
MAT-01916,LED PVC,Eletrônico,3810,3880,70,1.84,1425.9,98.16,A,77609.7,79035.6
MAT-01268,Cabo 16mm² Aço,Elétrico,544,554,10,1.84,38.6,98.16,A,2099.84,2138.44
MAT-01224,Fita Alumínio,Embalagem,2770,2719,-51,-1.84,-2965.14,98.16,A,161047.8,158082.66
MAT-01353,Detergente PVC,Limpeza,3420,3483,63,1.84,1132.11,98.16,A,61457.399999999994,62589.509999999995
MAT-02431,Engrenagem PVC,Mecânico,4354,4434,80,1.84,1807.2,98.16,A,98356.86,100164.06
MAT-02044,Pasta Alumínio,Escritório,3529,3464,-65,-1.84,-165.1,98.16,A,8963.66,8798.56
MAT-01703,Filtro PVC,Pneumático,4838,4927,89,1.84,77206.61,98.16,A,4196916.62,4274123.23
