codigo_material,descricao,status,caminho,sla_horas,motivos
MAT-01821,Sensor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01822,Disjuntor Alumínio,REJEITADO,0,0,NCM vazio
MAT-01823,Base em Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01824,Fluido Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01825,Anel Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01826,Furadeira Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01827,Vedação Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01828,Lâmpada Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01829,Spray Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01830,Cabo 6mm² Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01831,Porca M8 Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01832,base Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01833,Arruela Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01834,Óleo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01835,Retentor Inox,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-01836,Graxa Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01837,Etiqueta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01838,Óleo Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01839,óculos PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01840,Conexão PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01841,Clips Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01842,Filtro Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01843,Rolamento Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-01844,Vedação Inox,REJEITADO,0,0,NCM vazio
MAT-01845,Eixo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01846,Capacete PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01847,Fluido Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'L' não padronizada
MAT-01848,Máscara Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01849,Spray PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01850,mangueira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01851,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01852,Rebite Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-01853,Papel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01854,Grampeador Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01855,Caixa Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01856,Caixa Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01857,Alicate Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01858,Fita Inox,REJEITADO,0,0,NCM vazio
MAT-01859,rolamento Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01860,Sensor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01861,Rolamento Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01862,Rolamento Aço,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-01863,Graxa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01864,retentor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01865,Clips Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01866,Engrenagem Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01867,gancho Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01868,Pano Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01869,Grampeador Alumínio,REJEITADO,0,0,NCM vazio
MAT-01870,Óculos Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01871,mangueira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01872,Capacitor Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01873,Arruela Aço,REJEITADO,0,0,NCM vazio
MAT-01874,Rebite PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01875,Furadeira Inox,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-01876,Óculos Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01877,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01878,Papel PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01879,Conexão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01880,Engrenagem Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01881,Prego Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01882,Correia Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01883,"Tubo 3/4"" PVC",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01884,Sensor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01885,Serra Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01886,Papel Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01887,Correia Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01888,Anel Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01889,Chave em Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01890,Pano Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01891,Alicate em Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01892,Arruela PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01893,Engrenagem PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01894,Martelo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01895,Eixo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01896,"tubo 2"" Cobre",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01897,Junta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01898,Pano Inox,REJEITADO,0,0,NCM vazio
MAT-01899,Papel Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01900,Gancho Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'PCT' não padronizada
MAT-01901,Vedação Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01902,Módulo PVC,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-01903,Papel Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01904,Rolamento PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01905,Capacitor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01906,Fluido Latão,REJEITADO,0,0,NCM vazio
MAT-01907,Eixo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01908,Pano Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01909,Plástico Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01910,Lâmpada Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-01911,Correia Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01912,Rolamento Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01913,Cabo 4mm² Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01914,fita Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01915,Catalisador Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01916,LED PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01917,Rolamento Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01918,Cilindro Alumínio,REJEITADO,0,0,NCM vazio
MAT-01919,Ácido Alumínio,REJEITADO,0,0,NCM vazio
MAT-01920,Desinfetante PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01921,"Tubo 1/2"" PVC",REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-01922,Eixo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01923,Abraçadeira PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01924,Tomada Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01925,arruela Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01926,"Tubo 1"" Inox",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01927,Papelão Plástico,REJEITADO,0,0,NCM vazio
MAT-01928,Sensor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01929,Capacitor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01930,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01931,Óculos Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01932,Pasta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01933,Solvente PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01934,Mangueira PVC,REJEITADO,0,0,NCM vazio
MAT-01935,Vassoura Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01936,Fluido Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01937,Resistor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01938,Válvula Aço,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-01939,Rebite Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01940,Sensor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01941,Graxa Plástico,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-01942,Cabo 10mm² Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01943,Rebite Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01944,Grampeador Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01945,Caixa Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01946,Máscara Cobre,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-01947,Alicate Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'L' não padronizada
MAT-01948,LED Inox,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-01949,Base Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01950,Desinfetante Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01951,Parafuso M16 Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01952,Correia PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01953,Serra Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01954,Papelão Aço,REJEITADO,0,0,NCM vazio
MAT-01955,clips Inox,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-01956,Engrenagem PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01957,Pano Inox,REJEITADO,0,0,NCM vazio
MAT-01958,Reagente em Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01959,Alicate Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01960,Caneta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01961,Vedação Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01962,Parafuso M8 PVC,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-01963,Óleo Cobre,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-01964,Grampeador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01965,Óleo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01966,gancho Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01967,Porca M8 Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01968,cilindro Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01969,Solvente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01970,Furadeira PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01971,Óleo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'L' não padronizada
MAT-01972,Óleo Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01973,Conexão Cobre,REJEITADO,0,0,NCM vazio
MAT-01974,Cabo 6mm² Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01975,Pasta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01976,Rebite PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01977,Parafuso M12 PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-01978,Capacete Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01979,Disjuntor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01980,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01981,Catalisador PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01982,Rebite Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01983,Chave Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01984,Sensor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01985,Conexão Aço,REJEITADO,0,0,NCM vazio
MAT-01986,Luva M Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01987,Arruela em Plástico,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-01988,Grampeador PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01989,Martelo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01990,Fluido PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01991,Registro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-01992,Máscara Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01993,Correia Alumínio,REJEITADO,0,0,NCM vazio
MAT-01994,Sensor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-01995,Capacete Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01996,Resistor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-01997,Fluido em Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-01998,Fluido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-01999,Martelo PVC,REJEITADO,0,0,NCM vazio
MAT-02000,Registro em PVC,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02001,Grampeador Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02002,Prego PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02003,Luva GG Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02004,Chave Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02005,Resistor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02006,Pasta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02007,Abraçadeira Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02008,Cilindro Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02009,Parafuso M12 Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02010,Lâmpada PVC,REJEITADO,0,0,NCM vazio
MAT-02011,Grampeador PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02012,Capacitor Latão,REJEITADO,0,0,NCM vazio
MAT-02013,Óleo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02014,Abraçadeira Latão,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02015,Capacitor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02016,Base Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02017,Fluido Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02018,Registro Plástico,REJEITADO,0,0,NCM vazio
MAT-02019,Resistor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02020,Reagente Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02021,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02022,Bucha Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02023,Plástico Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02024,Filtro Aço,REJEITADO,0,0,NCM vazio
MAT-02025,Interruptor Aço,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-02026,Plástico Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02027,Etiqueta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02028,Reagente PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02029,Bucha Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02030,Máscara Inox,REJEITADO,0,0,NCM vazio
MAT-02031,Alicate Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02032,Papelão Latão,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02033,arruela Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02034,Desinfetante Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02035,Conexão PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02036,Arruela Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02037,Furadeira Inox,REJEITADO,0,0,NCM vazio
MAT-02038,Fita Latão,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02039,Resistor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02040,"Tubo 2"" Cobre",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02041,Ácido PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02042,"Tubo 1.1/4"" PVC",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02043,Resistor em Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02044,Pasta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02045,Martelo Plástico,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-02046,Mangueira em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'PCT' não padronizada
MAT-02047,serra Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02048,Bota Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02049,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02050,Papel Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02051,Capacete Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02052,Anel Aço,REJEITADO,0,0,NCM vazio
MAT-02053,Prego Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02054,Conexão Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02055,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02056,Detergente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02057,Fita PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02058,Bucha PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02059,Porca M6 Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02060,Chave PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02061,Anel Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02062,Parafuso M16 Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02063,Óculos Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02064,Prego Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02065,Eixo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02066,Solvente Cobre,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-02067,Bota Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02068,Bota Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02069,Arruela Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02070,Anel em Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02071,Grampeador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-02072,Conexão Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02073,Pasta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02074,Base PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02075,Vedação Cobre,REJEITADO,0,0,NCM vazio
MAT-02076,Filtro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02077,grampeador PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02078,Sensor Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02079,Lâmpada Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02080,Papelão Aço,REJEITADO,0,0,NCM vazio
MAT-02081,Alicate Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02082,Grampeador Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02083,Pasta PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02084,luva XG Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02085,Máscara Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02086,Correia Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02087,Capacitor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02088,Óleo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-02089,Detergente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02090,Gancho Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02091,Conexão Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02092,Etiqueta Latão,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-02093,Bucha PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02094,Mangueira PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02095,Detergente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-02096,Registro Cobre,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-02097,Desinfetante Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02098,Rolamento PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02099,Catalisador Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02100,Lâmpada Inox,REJEITADO,0,0,NCM vazio
MAT-02101,Correia Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02102,"tubo 3/4"" Plástico",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02103,Fita Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02104,Sensor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-02105,Mangueira Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02106,Furadeira Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02107,Pasta em Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-02108,Pano Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-02109,Óleo Plástico,REJEITADO,0,0,NCM vazio
